0.992063,0.987313,1.004598,1.010297
1.016,1.021028,1.010297,0.969422
1.005624,0.974828,0.969422,1.001168
0.96085,0.980047,1.001168,0.997666
1.009313,1.011976,0.997666,1.033918
1.020761,1.0,1.033918,0.99095
1.00226,1.020118,0.99095,1.034247
1.024803,1.016241,1.034247,0.997792
1.0,1.015982,0.997792,1.012168
1.007701,1.006742,1.012168,0.99235
1.0,1.00558,0.99235,0.979075
0.997817,0.983352,0.979075,1.005624
0.984683,0.993228,1.005624,0.96868
0.984444,0.967045,0.96868,0.973441
0.978555,0.989424,0.973441,0.97153
0.983852,0.967933,0.97153,0.996337
0.969519,0.995092,0.996337,1.012255
1.001209,1.008631,1.012255,1.0
1.007246,0.998778,1.0,0.96247
0.998801,0.962056,0.96247,0.989937
0.967587,1.0,0.989937,1.021601
0.998759,0.966921,1.021601,1.006219
1.012422,1.026316,1.006219,1.007417
1.004908,1.0,1.007417,1.002454
1.014652,1.04359,1.002454,1.003672
0.98917,0.995086,1.003672,1.00122
1.00365,1.003704,1.00122,1.001218
1.001212,1.00492,1.001218,1.004866
1.001211,1.003672,1.004866,0.990315
1.0,0.987805,0.990315,0.997555
0.991536,0.98642,0.997555,1.033088
1.028049,1.010013,1.033088,1.010676
1.014235,1.035936,1.010676,1.011737
1.016374,1.005981,1.011737,1.022042
1.018412,1.028537,1.022042,1.005675
1.012429,1.00578,1.005675,1.01693
1.015625,1.011494,1.01693,0.988901
0.998901,1.005682,0.988901,0.983165
0.982398,0.976271,0.983165,1.022831
1.019037,1.013889,1.022831,0.986607
0.989011,1.001142,0.986607,1.004525
0.993333,0.980616,1.004525,1.019144
1.01566,1.017442,1.019144,0.979006
1.007709,1.010286,0.979006,0.995485
0.972678,0.979638,0.995485,1.003401
0.995506,1.003464,1.003401,1.027119
1.028217,1.01496,1.027119,1.042904
1.051592,1.034014,1.042904,0.990506
0.989562,1.014254,0.990506,1.019169
1.020042,1.005405,1.019169,0.968652
0.994829,0.992473,0.968652,1.00863
0.972973,0.994583,1.00863,0.967914
0.991453,0.980392,0.967914,1.01768
0.994612,1.006667,1.01768,1.018458
1.023835,1.016556,1.018458,0.992537
1.0,1.008686,0.992537,1.004296
0.995767,0.996771,1.004296,1.017112
1.019129,1.00432,1.017112,1.031546
1.090719,1.053763,1.031546,1.029562
0.979924,0.984694,1.029562,1.00495
1.000976,1.027979,1.00495,0.987192
0.998051,1.00504,0.987192,1.023952
1.014648,1.001003,1.023952,1.020468
1.016362,1.029058,1.020468,0.970392
1.008523,0.970789,0.970392,0.998031
0.971831,1.009027,0.998031,1.0
1.0,1.0,1.0,1.002959
0.990338,0.992048,1.002959,0.983284
1.029268,1.0,0.983284,1.064
1.01327,0.985972,1.064,1.014098
1.021515,1.070122,1.014098,0.985171
1.0,1.008547,0.985171,1.023518
1.007326,0.988701,1.023518,0.994485
1.002727,1.026667,0.994485,0.954713
0.978241,0.941558,0.954713,1.000968
0.967563,1.002956,1.000968,0.966151
1.012452,0.97053,0.966151,1.017017
0.964049,0.970648,1.017017,0.999016
1.005888,1.029197,0.999016,1.064039
1.072195,1.010132,1.064039,1.001852
1.016379,1.068205,1.001852,1.033272
1.010743,0.99061,1.033272,0.943649
1.005314,0.969668,0.943649,0.900474
0.947137,0.928641,0.900474,1.003158
0.9,0.955789,1.003158,1.056663
1.056604,1.035242,1.056663,0.97716
0.996032,1.035106,0.97716,0.958333
0.9751,0.959918,0.958333,1.038176
1.005107,1.002141,1.038176,0.993871
1.003049,1.002137,0.993871,0.900308
0.976697,0.933902,0.900308,1.012557
0.926349,0.942922,1.012557,1.020293
1.035834,1.072639,1.020293,1.00221
