indicator,ticker,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,
Operating Expenses,BMY,2077000000.0,2216000000.0,2197000000.0,2509000000.0,2105000000.0,2190000000.0,2189000000.0,2437000000.0,2113000000.0,2211000000.0,2067000000.0,2279000000.0,2066000000.0,2554000000.0,2183000000.0,2553000000.0,2045000000.0,2991000000.0,2308000000.0,3417000000.0,2204000000.0,2504000000.0,2282000000.0,2861000000.0,2362000000.0,2826000000.0,2690000000.0,3220000000.0,2230000000.0,3566000000.0,2384000000.0,2716000000.0,2357000000.0,2404000000.0,2437000000.0,
Operating Expenses,BRK.B,2035000000.0,2122000000.0,2105000000.0,2408000000.0,2428000000.0,2476000000.0,2573000000.0,4393000000.0,3210000000.0,3285000000.0,3248000000.0,3587000000.0,3265000000.0,3389000000.0,3384000000.0,3732000000.0,3443000000.0,3780000000.0,4130000000.0,3956000000.0,4115000000.0,4509000000.0,4424000000.0,7514000000.0,4558000000.0,4489000000.0,4496000000.0,8877000000.0,5457000000.0,5365000000.0,5588000000.0,8426000000.0,5085000000.0,6004000000.0,5546000000.0,
Operating Expenses,C,12326000000.0,12936000000.0,12460000000.0,12528000000.0,12319000000.0,11994000000.0,12092000000.0,13771000000.0,12288000000.0,12149000000.0,36041675000.0,12293000000.0,12149000000.0,15521000000.0,12955000000.0,14426000000.0,10884000000.0,10928000000.0,10669000000.0,-4131000000.0,7205000000.0,6886000000.0,6897000000.0,6667000000.0,7193000000.0,7153000000.0,7063000000.0,6663000000.0,7565000000.0,7249000000.0,7125000000.0,6408000000.0,7378000000.0,7105000000.0,7112000000.0,
Operating Expenses,CAT,11116000000.0,12629000000.0,13957000000.0,15283000000.0,13658000000.0,14758000000.0,13849000000.0,15037000000.0,11992000000.0,13064000000.0,12022000000.0,12950000000.0,11843000000.0,12675000000.0,12157000000.0,13181000000.0,11175000000.0,11187000000.0,10249000000.0,11144000000.0,8967000000.0,9557000000.0,8679000000.0,10836000000.0,9405000000.0,10080000000.0,9836000000.0,11735000000.0,10751000000.0,11844000000.0,11375000000.0,12459000000.0,11259000000.0,12219000000.0,10738000000.0,
Operating Expenses,CHTR,350000000.0,1523000000.0,719000000.0,364000000.0,375000000.0,369000000.0,383000000.0,3718000000.0,1247000000.0,1290000000.0,1389000000.0,1388000000.0,1440000000.0,1477000000.0,1485000000.0,598000000.0,1563000000.0,1051000000.0,1248000000.0,1169000000.0,1199000000.0,3380000000.0,5564000000.0,5927000000.0,5772000000.0,5691000000.0,5770000000.0,5872000000.0,5916000000.0,5966000000.0,5846000000.0,6165000000.0,6307000000.0,6228000000.0,6449000000.0,
Operating Expenses,CL,1404000000.0,1421000000.0,1489000000.0,1706000000.0,1478000000.0,1464000000.0,1501000000.0,1746000000.0,1536000000.0,1526000000.0,1549000000.0,1879000000.0,1544000000.0,1507000000.0,1497000000.0,1711000000.0,1450000000.0,1381000000.0,1347000000.0,1560000000.0,1354000000.0,1320000000.0,1322000000.0,1542000000.0,1362000000.0,1333000000.0,1429000000.0,1658000000.0,1392000000.0,1300000000.0,1369000000.0,1605000000.0,1365000000.0,1369000000.0,1429000000.0,
Operating Expenses,CMCSA,0.0,17594000000.0,9765000000.0,10126000000.0,10190000000.0,10207000000.0,11536000000.0,-27126000000.0,1147000000.0,1307000000.0,1283000000.0,1232000000.0,1210000000.0,1242000000.0,1296000000.0,1330000000.0,1355000000.0,1528000000.0,1509000000.0,1551000000.0,1467000000.0,1561000000.0,1487000000.0,1599000000.0,1530000000.0,1665000000.0,1553000000.0,1569000000.0,1604000000.0,1653000000.0,1667000000.0,2112000000.0,1888000000.0,1885000000.0,1901000000.0,
Operating Expenses,COF,905000000.0,877000000.0,928000000.0,994000000.0,1064000000.0,1146000000.0,1200000000.0,1853000000.0,1467000000.0,1504000000.0,1530000000.0,1487000000.0,1500000000.0,1464000000.0,1454000000.0,1505000000.0,1523000000.0,1679000000.0,1521000000.0,1565000000.0,1614000000.0,1636000000.0,1658000000.0,1849000000.0,1821000000.0,1733000000.0,1879000000.0,1888000000.0,1870000000.0,1790000000.0,1787000000.0,1714000000.0,1906000000.0,1916000000.0,1942000000.0,
Operating Expenses,COP,2745000000.0,2313000000.0,2056000000.0,3144000000.0,1364000000.0,147000000.0,6643000000.0,2348000000.0,2365000000.0,2430000000.0,2781000000.0,2794000000.0,2661000000.0,3040000000.0,2972000000.0,-4761000000.0,964000000.0,1099000000.0,1716000000.0,2769000000.0,1081000000.0,1201000000.0,1103000000.0,923000000.0,1118000000.0,864000000.0,598000000.0,-1081000000.0,194000000.0,187000000.0,222000000.0,167000000.0,263000000.0,251000000.0,447000000.0,
Operating Expenses,COST,1991000000.0,2712000000.0,2712000000.0,2145000000.0,2151000000.0,3046000000.0,3046000000.0,2332000000.0,2361000000.0,3098000000.0,3098000000.0,2501000000.0,2531000000.0,3380000000.0,3380000000.0,2696000000.0,2671000000.0,3499000000.0,3499000000.0,2806000000.0,2731000000.0,3696000000.0,3696000000.0,2940000000.0,2907000000.0,4123000000.0,4123000000.0,3224000000.0,3234000000.0,4263000000.0,4263000000.0,3475000000.0,3464000000.0,4684000000.0,4684000000.0,
Operating Expenses,CSCO,4476000000.0,5405000000.0,4680000000.0,4331000000.0,4419000000.0,4714000000.0,4588000000.0,4554000000.0,4569000000.0,4533000000.0,4952000000.0,4284000000.0,4464000000.0,4724000000.0,4991000000.0,4468000000.0,4600000000.0,4852000000.0,4753000000.0,4138000000.0,4737000000.0,4672000000.0,5007000000.0,4383000000.0,4349000000.0,4512000000.0,4671000000.0,4425000000.0,4625000000.0,4576000000.0,4341000000.0,4562000000.0,4660000000.0,4884000000.0,4885000000.0,
Operating Expenses,CVS,3440000000.0,3605000000.0,3588000000.0,3598000000.0,3709000000.0,3742000000.0,3833000000.0,3994000000.0,3883000000.0,3868000000.0,3873000000.0,4122000000.0,3918000000.0,4116000000.0,4222000000.0,4312000000.0,4032000000.0,4140000000.0,4330000000.0,4572000000.0,4568000000.0,4665000000.0,4675000000.0,4611000000.0,4787000000.0,4818000000.0,4627000000.0,4796000000.0,4913000000.0,-4913000000.0,0.0,21368000000.0,8250000000.0,8042000000.0,8595000000.0,
Operating Expenses,CVX,1268000000.0,-1268000000.0,0.0,0.0,0.0,0.0,4913000000.0,1539000000.0,1245000000.0,1468000000.0,1756000000.0,1902000000.0,1342000000.0,1771000000.0,1488000000.0,1878000000.0,1536000000.0,2245000000.0,1341000000.0,2661000000.0,1368000000.0,1247000000.0,1367000000.0,1735000000.0,1014000000.0,1116000000.0,1477000000.0,1705000000.0,965000000.0,1296000000.0,1801000000.0,1546000000.0,1274000000.0,1314000000.0,1243000000.0,
Operating Expenses,DD,1703000000.0,1151000000.0,1171000000.0,1252000000.0,1574000000.0,1175000000.0,1311000000.0,2577000000.0,1354000000.0,-805000000.0,1171000000.0,936000000.0,1255000000.0,1253000000.0,1293000000.0,1540000000.0,574000000.0,1301000000.0,544000000.0,-1588000000.0,2445000000.0,-788000000.0,1404000000.0,2638000000.0,1885000000.0,1087000000.0,3134566000.0,2777000000.0,2956000000.0,3224000000.0,2698000000.0,2794000000.0,2863000000.0,-488000000.0,1117000000.0,
Operating Expenses,DHR,1187275000.0,1331552000.0,1564509000.0,1542882000.0,1515021000.0,1562212000.0,1540729000.0,1701138000.0,1594800000.0,1651900000.0,1612300000.0,1823700000.0,1664000000.0,1730900000.0,1699900000.0,1916400000.0,1825800000.0,1829100000.0,1604000000.0,2034500000.0,1980500000.0,2114900000.0,716900000.0,1771400000.0,1710400000.0,1798600000.0,1769300000.0,1893000000.0,1900600000.0,1949600000.0,1859800000.0,1993300000.0,1994200000.0,1993600000.0,1973600000.0,
Operating Expenses,DIS,7549000000.0,8263000000.0,8567000000.0,8593000000.0,7980000000.0,8135000000.0,-14661000000.0,9249000000.0,8420000000.0,8634000000.0,-15532000000.0,2598000000.0,2744000000.0,2604000000.0,3047000000.0,2527000000.0,2665000000.0,2676000000.0,3062000000.0,2713000000.0,2742000000.0,2975000000.0,3007000000.0,2672000000.0,2617000000.0,2733000000.0,3034000000.0,2844000000.0,2983000000.0,2957000000.0,3120000000.0,2884000000.0,4273000000.0,2954000000.0,3336000000.0,
Operating Expenses,DUK,880000000.0,959000000.0,866000000.0,1065000000.0,746000000.0,862000000.0,1654000000.0,1744000000.0,1421000000.0,1504000000.0,-2925000000.0,0.0,0.0,165000000.0,16000000.0,67000000.0,111000000.0,26000000.0,21000000.0,37000000.0,60000000.0,21000000.0,17000000.0,167000000.0,258000000.0,76000000.0,68000000.0,230000000.0,313000000.0,-313000000.0,0.0,697000000.0,0.0,0.0,0.0,
Operating Expenses,EMR,1315000000.0,1363000000.0,1894000000.0,1354000000.0,1359000000.0,1338000000.0,1932000000.0,1394000000.0,1426000000.0,1396000000.0,2008000000.0,1444000000.0,1394000000.0,1424000000.0,1994000000.0,1405000000.0,1318000000.0,1276000000.0,1691000000.0,1226000000.0,1218000000.0,1203000000.0,137000000.0,822000000.0,868000000.0,931000000.0,1337000000.0,992000000.0,1032000000.0,1054000000.0,1616000000.0,1077000000.0,1145000000.0,1126000000.0,1563000000.0,
Operating Expenses,EXC,-4689000000.0,0.0,3931000000.0,1361000000.0,1994000000.0,1856000000.0,-3850000000.0,8072000000.0,-8072000000.0,-17312000000.0,1759000000.0,1906000000.0,1882000000.0,2190000000.0,2004000000.0,2591000000.0,2106000000.0,2068000000.0,2025000000.0,3040000000.0,3116000000.0,2692000000.0,2548000000.0,2000000000.0,2736000000.0,3172000000.0,-5192000000.0,267000000.0,339000000.0,235000000.0,264000000.0,282000000.0,325000000.0,1046000000.0,-213000000.0,
Operating Expenses,F,0.0,66503000000.0,32858000000.0,2374000000.0,32026000000.0,33128000000.0,31708000000.0,2810000000.0,36575000000.0,39274000000.0,36902000000.0,38835000000.0,37765000000.0,38199000000.0,37165000000.0,38621000000.0,34927000000.0,39031000000.0,38955000000.0,41126000000.0,36666000000.0,-31443000000.0,2535000000.0,4438000000.0,2764000000.0,2756000000.0,2919000000.0,3088000000.0,2747000000.0,2778000000.0,2882000000.0,2996000000.0,2843000000.0,2725000000.0,2601000000.0,
Operating Expenses,FDX,11410000000.0,3866000000.0,4004000000.0,3982000000.0,4021000000.0,4092000000.0,10050000000.0,10389000000.0,10364000000.0,10933000000.0,10229000000.0,10576000000.0,10660000000.0,10656000000.0,10697000000.0,10926000000.0,10754000000.0,13209000000.0,11135000000.0,11316000000.0,11790000000.0,13047000000.0,13399000000.0,13764000000.0,-5026000000.0,8157000000.0,7674000000.0,8013000000.0,8264000000.0,8706000000.0,8392000000.0,8556000000.0,8242000000.0,12878000000.0,8301000000.0,
Operating Expenses,GD,475000000.0,474000000.0,454000000.0,486000000.0,496000000.0,488000000.0,471000000.0,665000000.0,484000000.0,506000000.0,484000000.0,519000000.0,477000000.0,454000000.0,457000000.0,510000000.0,482000000.0,447000000.0,453000000.0,487000000.0,438000000.0,463000000.0,448000000.0,500000000.0,456000000.0,481000000.0,483000000.0,487000000.0,510000000.0,486000000.0,461000000.0,445000000.0,497000000.0,477000000.0,458000000.0,
Operating Expenses,GE,31013000000.0,-14199000000.0,9578000000.0,10992000000.0,8429000000.0,8501000000.0,8957000000.0,10500000000.0,8796000000.0,8573000000.0,8705000000.0,9069000000.0,7962000000.0,6273000000.0,6318000000.0,-2590000000.0,-14105000.0,4094000000.0,6298000000.0,1314000000.0,4867000000.0,5186000000.0,4581000000.0,4725000000.0,4696000000.0,4420000000.0,6064000000.0,6732000000.0,4325000000.0,4555000000.0,4953000000.0,4742000000.0,4227000000.0,4351000000.0,1879000000.0,
Operating Expenses,GILD,550014000.0,586672000.0,585993000.0,748455000.0,901332000.0,728749000.0,785414000.0,805484000.0,871928000.0,928893000.0,953104000.0,1065262000.0,1143101000.0,1197479000.0,1575303000.0,1921117000.0,1341000000.0,1630000000.0,1646000000.0,1823000000.0,1950000000.0,2374000000.0,1972000000.0,2200000000.0,1781000000.0,1761000000.0,1668000000.0,2402000000.0,1934000000.0,2172000000.0,1887000000.0,3081000000.0,2087000000.0,2255000000.0,6042000000.0,
Operating Expenses,GOOG,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,19704000000.0,7761000000.0,7267000000.0,7402000000.0,7985000000.0,8764000000.0,8387000000.0,8769000000.0,8842000000.0,10392000000.0,10678000000.0,10896000000.0,11149000000.0,13155000000.0,12022000000.0,12468000000.0,13754000000.0,
Operating Expenses,GOOGL,3343000000.0,2973000000.0,3284000000.0,3373000000.0,3467000000.0,3893000000.0,4609000000.0,3060000000.0,4067000000.0,4447000000.0,4584000000.0,5025000000.0,5344000000.0,5583000000.0,6104000000.0,6783000000.0,6455000000.0,6319000000.0,19646230000.0,7761000000.0,7267000000.0,7402000000.0,7985000000.0,8764000000.0,8387000000.0,8769000000.0,8842000000.0,10392000000.0,10678000000.0,10896000000.0,11149000000.0,13155000000.0,12022000000.0,12468000000.0,13754000000.0,
Operating Expenses,GS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12613000000.0,4211000000.0,4110000000.0,2991000000.0,2158000000.0,4657000000.0,4012000000.0,2551000000.0,2264000000.0,2859000000.0,3536000000.0,3414000000.0,2647000000.0,3514000000.0,3457000000.0,3392000000.0,2387000000.0,4366000000.0,3726000000.0,3341000000.0,1918000000.0,3545000000.0,3607000000.0,3014000000.0,
Operating Expenses,HD,4406000000.0,4582000000.0,4346000000.0,4267000000.0,4469000000.0,4457000000.0,4534000000.0,4616000000.0,4585000000.0,4703000000.0,4505000000.0,4431000000.0,4608000000.0,4713000000.0,4632000000.0,4532000000.0,4582000000.0,4718000000.0,4584000000.0,4607000000.0,4714000000.0,4824000000.0,4722000000.0,4626000000.0,4805000000.0,4998000000.0,4968000000.0,4904000000.0,5236000000.0,5464000000.0,5281000000.0,5649000000.0,5420000000.0,5536000000.0,5440000000.0,
Operating Expenses,HON,1254000000.0,1226000000.0,1303000000.0,3415000000.0,1231000000.0,1226000000.0,1238000000.0,3370000000.0,1229000000.0,1281000000.0,1242000000.0,3242000000.0,1339000000.0,1375000000.0,1344000000.0,3352000000.0,1230000000.0,1242000000.0,1202000000.0,3188000000.0,1280000000.0,1329000000.0,1367000000.0,3636000000.0,1349000000.0,1381000000.0,1447000000.0,3466000000.0,1475000000.0,1528000000.0,1524000000.0,3333000000.0,1363000000.0,1387000000.0,1296000000.0,
Operating Expenses,IBM,7413000000.0,7599000000.0,7209000000.0,7631000000.0,7487000000.0,7424000000.0,7443000000.0,7501000000.0,7221000000.0,8229000000.0,6723000000.0,7555000000.0,7340000000.0,14850000000.0,6413000000.0,7354000000.0,6660000000.0,6479000000.0,6019000000.0,6519000000.0,7470000000.0,6814000000.0,6129000000.0,6407000000.0,6685000000.0,6645000000.0,5989000000.0,6575000000.0,6850000000.0,6221000000.0,5615000000.0,6059000000.0,6124000000.0,6863000000.0,6577000000.0,
Operating Expenses,INTC,0.0,7694000000.0,4233000000.0,4353000000.0,4455000000.0,4722000000.0,4674000000.0,4662000000.0,4547000000.0,4751000000.0,4910000000.0,5022000000.0,5103000000.0,5073000000.0,4918000000.0,5168000000.0,5115000000.0,5352000000.0,4919000000.0,5291000000.0,5562000000.0,6655000000.0,5521000000.0,5579000000.0,5548000000.0,5271000000.0,4942000000.0,5372000000.0,5261000000.0,5146000000.0,5011000000.0,5003000000.0,4915000000.0,5261000000.0,4848000000.0,
Operating Expenses,JNJ,0.0,0.0,0.0,28517000000.0,6660000000.0,6731000000.0,7151000000.0,7992000000.0,7007000000.0,7322000000.0,7356000000.0,8328000000.0,7014000000.0,7486000000.0,7491000000.0,8457000000.0,6746000000.0,7513000000.0,7235000000.0,8755000000.0,6701000000.0,7440000000.0,6950000000.0,7949000000.0,6797000000.0,7547000000.0,7970000000.0,9660000000.0,7667000000.0,8382000000.0,8051000000.0,9265000000.0,8077000000.0,8212000000.0,7973000000.0,
Operating Expenses,JPM,0.0,16261000000.0,7120000000.0,6504000000.0,8806000000.0,7618000000.0,11550000000.0,8792000000.0,9898000000.0,9532000000.0,8821000000.0,8621000000.0,9401000000.0,9175000000.0,9347000000.0,8041000000.0,9534000000.0,9193000000.0,8866000000.0,8350000000.0,9278000000.0,9443000000.0,9410000000.0,8694000000.0,10029000000.0,9576000000.0,9618000000.0,9492000000.0,10916000000.0,10506000000.0,10327000000.0,10170000000.0,11301000000.0,10925000000.0,11077000000.0,
Operating Expenses,KO,4080000000.0,4422000000.0,4527000000.0,4411000000.0,4181000000.0,4497000000.0,4630000000.0,4430000000.0,4182000000.0,4385000000.0,4424000000.0,4319000000.0,3989000000.0,4384000000.0,4507000000.0,4338000000.0,4079000000.0,4204000000.0,4207000000.0,3937000000.0,3761000000.0,3912000000.0,4009000000.0,3580000000.0,3315000000.0,3142000000.0,3203000000.0,2836000000.0,2541000000.0,2723000000.0,2505000000.0,2538000000.0,2567000000.0,3196000000.0,3116000000.0,
Operating Expenses,LLY,2909700000.0,3303600000.0,3198700000.0,3488700000.0,2999000000.0,3251800000.0,3100200000.0,3440600000.0,3000100000.0,3198000000.0,3029800000.0,3429000000.0,2594200000.0,2859300000.0,2915300000.0,2985600000.0,2562800000.0,2804900000.0,2719100000.0,3242600000.0,2694900000.0,2958500000.0,2801800000.0,3240700000.0,2783000000.0,2958300000.0,2874900000.0,3253700000.0,2676900000.0,2986800000.0,2959900000.0,3315300000.0,2747600000.0,2988500000.0,2793200000.0,
Operating Expenses,LMT,299000000.0,256000000.0,-555000000.0,585000000.0,0.0,0.0,0.0,616000000.0,0.0,0.0,0.0,697000000.0,0.0,0.0,0.0,751000000.0,0.0,0.0,0.0,839000000.0,0.0,0.0,0.0,988000000.0,0.0,90000000.0,-90000000.0,1200000000.0,35000000.0,-35000000.0,0.0,1300000000.0,0.0,0.0,0.0,
Operating Expenses,LOW,0.0,7266000000.0,3684000000.0,3494000000.0,3714000000.0,3638000000.0,3508000000.0,3330000000.0,3687000000.0,3890000000.0,3683000000.0,3543000000.0,3816000000.0,4041000000.0,3765000000.0,3660000000.0,3914000000.0,4141000000.0,3803000000.0,4293000000.0,3907000000.0,4404000000.0,4630000000.0,2188000000.0,3876000000.0,3931000000.0,3808000000.0,3761000000.0,4187000000.0,4691000000.0,4269000000.0,4266000000.0,3862000000.0,4047000000.0,3773000000.0,
Operating Expenses,MA,623000000.0,733000000.0,765000000.0,1686000000.0,704000000.0,790000000.0,796000000.0,934000000.0,737000000.0,807000000.0,906000000.0,1135000000.0,819000000.0,913000000.0,1000000000.0,1314000000.0,792000000.0,1047000000.0,1067000000.0,1683000000.0,1098000000.0,1314000000.0,1210000000.0,1393000000.0,1228000000.0,1400000000.0,1457000000.0,1790000000.0,1755000000.0,1729000000.0,1611000000.0,2573000000.0,1676000000.0,1716000000.0,1812000000.0,
Operating Expenses,MCD,3931400000.0,4546500000.0,4526400000.0,-6313300000.0,4286500000.0,4497500000.0,4595000000.0,-6477100000.0,4384400000.0,4566000000.0,4619100000.0,-6543500000.0,4427800000.0,4632900000.0,4417600000.0,-6606400000.0,3704400000.0,4140000000.0,4214700000.0,-5809500000.0,3798100000.0,3712200000.0,3795600000.0,-5329400000.0,3463600000.0,3540800000.0,3875700000.0,-4638000000.0,2812500000.0,2737500000.0,2673900000.0,-3612700000.0,2442100000.0,2477700000.0,2560800000.0,
Operating Expenses,MDLZ,2990000000.0,3065000000.0,2924000000.0,4088000000.0,2878000000.0,2907000000.0,3009000000.0,1061000000.0,2386000000.0,2324000000.0,1839000000.0,2818000000.0,2319000000.0,2093000000.0,2101000000.0,2605000000.0,1970000000.0,2007000000.0,1835000000.0,2355000000.0,1659000000.0,1712000000.0,1596000000.0,2125000000.0,1519000000.0,1493000000.0,1375000000.0,2068000000.0,1571000000.0,1948000000.0,1552000000.0,1942000000.0,1537000000.0,1470000000.0,1509000000.0,
Operating Expenses,MDT,2194000000.0,1945000000.0,1982000000.0,1901000000.0,2173000000.0,1914000000.0,2197000000.0,1827000000.0,2124000000.0,1868000000.0,1955000000.0,2133000000.0,2903000000.0,2080000000.0,2194000000.0,-8758000.0,9277000000.0,3488000000.0,3371000000.0,3347000000.0,3418000000.0,3471000000.0,3470000000.0,3415000000.0,3528000000.0,3487000000.0,3453000000.0,3518000000.0,3569000000.0,3628000000.0,3640000000.0,3593000000.0,3651000000.0,3570000000.0,3664000000.0,
Operating Expenses,MET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12140000000.0,4462000000.0,4163000000.0,4222000000.0,4218000000.0,4488000000.0,4060000000.0,4072000000.0,4533000000.0,4104000000.0,4192000000.0,3246000000.0,3928000000.0,3703000000.0,3564000000.0,4059000000.0,2281000000.0,3717000000.0,3365000000.0,3485000000.0,3469000000.0,3395000000.0,3225000000.0,3390000000.0,3443000000.0,
Operating Expenses,MMM,1974000000.0,2035000000.0,1971000000.0,1946000000.0,2003000000.0,1979000000.0,1928000000.0,1997000000.0,2058000000.0,2078000000.0,2062000000.0,2046000000.0,2121000000.0,2139000000.0,2059000000.0,2062000000.0,2058000000.0,2023000000.0,1997000000.0,2016000000.0,1990000000.0,2035000000.0,2008000000.0,2012000000.0,2087000000.0,2163000000.0,2143000000.0,2029000000.0,3059000000.0,2268000000.0,1977000000.0,2119000000.0,2425000000.0,2156000000.0,1898000000.0,
Operating Expenses,MO,6000000.0,5000000.0,5000000.0,132000000.0,5000000.0,5000000.0,5000000.0,141000000.0,5000000.0,5000000.0,178000000.0,220000000.0,0.0,121000000.0,53000000.0,234000000.0,0.0,113000000.0,53000000.0,257000000.0,0.0,93000000.0,57000000.0,275000000.0,46000000.0,56000000.0,56000000.0,310000000.0,46000000.0,45000000.0,61000000.0,415000000.0,46000000.0,62000000.0,46000000.0,
Operating Expenses,MRK,0.0,0.0,0.0,0.0,0.0,0.0,15330000000.0,5614000000.0,4894000000.0,5396000000.0,5333000000.0,14520000000.0,4433000000.0,4800000000.0,5010000000.0,-628000000.0,4420000000.0,4485000000.0,4085000000.0,-1769000000.0,3977000000.0,4609000000.0,4058000000.0,7242000000.0,4207000000.0,4187000000.0,6784000000.0,4860000000.0,5704000000.0,4782000000.0,4511000000.0,4857000000.0,4356000000.0,4901000000.0,5793000000.0,
Operating Expenses,MS,4778000000.0,5123000000.0,4145000000.0,4172000000.0,4890000000.0,4120000000.0,4422000000.0,4103000000.0,4664000000.0,4575000000.0,4373000000.0,4433000000.0,4729000000.0,4611000000.0,4611000000.0,5508000000.0,4939000000.0,4843000000.0,3884000000.0,4117000000.0,4125000000.0,4444000000.0,4553000000.0,4543000000.0,4894000000.0,4685000000.0,4628000000.0,4750000000.0,5392000000.0,5117000000.0,4823000000.0,4316000000.0,5183000000.0,5069000000.0,4984000000.0,
Operating Expenses,MSFT,6822000000.0,7488000000.0,6392000000.0,7253000000.0,7081000000.0,7511000000.0,6532000000.0,7993000000.0,8090000000.0,8221000000.0,7081000000.0,8266000000.0,7488000000.0,9305000000.0,7944000000.0,9698000000.0,7974000000.0,16765000000.0,7379000000.0,7898000000.0,7526000000.0,8445000000.0,7384000000.0,8012000000.0,8436000000.0,9225000000.0,8552000000.0,9175000000.0,9258000000.0,9964000000.0,9224000000.0,9790000000.0,10060000000.0,10900000000.0,9963000000.0,
Operating Expenses,NEE,2706000000.0,3053000000.0,3471000000.0,2733000000.0,2528000000.0,2644000000.0,3094000000.0,2714000000.0,2845000000.0,2852000000.0,3208000000.0,2990000000.0,2936000000.0,3077000000.0,3491000000.0,3133000000.0,2975000000.0,3212000000.0,3473000000.0,3194000000.0,2601000000.0,2647000000.0,3527000000.0,2772000000.0,1567000000.0,3120000000.0,3408000000.0,3774000000.0,2816000000.0,2907000000.0,3449000000.0,3275000000.0,2940000000.0,3222000000.0,3978000000.0,
Operating Expenses,NFLX,178162000.0,183518000.0,188380000.0,238548000.0,247793000.0,229581000.0,226316000.0,-254995000.0,136101000.0,136970000.0,141751000.0,144248000.0,166210000.0,175196000.0,198977000.0,201679000.0,234595000.0,250967000.0,282654000.0,289901000.0,330733000.0,345707000.0,369265000.0,300394000.0,451399000.0,481026000.0,470762000.0,441681000.0,578981000.0,628410000.0,671091000.0,-38188000.0,574716000.0,607890000.0,612950000.0,
Operating Expenses,NKE,1637000000.0,1772000000.0,1823000000.0,1820000000.0,1802000000.0,1986000000.0,2153000000.0,1742000000.0,1863000000.0,2022000000.0,2056000000.0,2088000000.0,2166000000.0,2456000000.0,2480000000.0,2438000000.0,2379000000.0,2595000000.0,2577000000.0,2560000000.0,2566000000.0,2766000000.0,2897000000.0,2505000000.0,2496000000.0,2665000000.0,2856000000.0,2768000000.0,2767000000.0,3120000000.0,3063000000.0,3142000000.0,3091000000.0,3406000000.0,3328000000.0,
Operating Expenses,NVDA,329641000.0,351254000.0,359627000.0,367696000.0,390538000.0,401096000.0,384441000.0,402029000.0,435787000.0,440004000.0,443427000.0,452318000.0,452843000.0,455795000.0,463383000.0,468467000.0,477000000.0,559000000.0,489000000.0,539000000.0,506000000.0,510000000.0,543000000.0,570000000.0,596000000.0,614000000.0,674000000.0,728000000.0,773000000.0,818000000.0,863000000.0,913000000.0,938000000.0,970000000.0,989000000.0,
Operating Expenses,ORCL,3765000000.0,2823000000.0,2991000000.0,3075000000.0,3106000000.0,3604000000.0,3021000000.0,3236000000.0,3247000000.0,3746000000.0,3205000000.0,3500000000.0,3965000000.0,9591000000.0,3311000000.0,3557000000.0,3462000000.0,3926000000.0,3378000000.0,3673000000.0,3612000000.0,4163000000.0,3754000000.0,3773000000.0,3766000000.0,7855000000.0,4860000000.0,4867000000.0,4938000000.0,6339000000.0,5877000000.0,5877000000.0,5768000000.0,6273000000.0,5824000000.0,
Operating Expenses,OXY,441000000.0,388000000.0,242000000.0,452000000.0,434000000.0,335000000.0,394000000.0,439000000.0,393000000.0,495000000.0,459000000.0,454000000.0,388000000.0,498000000.0,441000000.0,176000000.0,311000000.0,347000000.0,292000000.0,320000000.0,272000000.0,338000000.0,-565000000.0,17000000.0,11000000.0,8000000.0,8000000.0,55000000.0,15000000.0,21000000.0,24000000.0,50000000.0,36000000.0,71000000.0,27000000.0,
Operating Expenses,PEP,4764000000.0,6110000000.0,6224000000.0,8705000000.0,4817000000.0,6166000000.0,6019000000.0,8639000000.0,5089000000.0,6040000000.0,6183000000.0,8820000000.0,5069000000.0,6220000000.0,6376000000.0,9271000000.0,4978000000.0,5856000000.0,6161000000.0,8719000000.0,5092000000.0,5601000000.0,5922000000.0,8950000000.0,4830000000.0,5664000000.0,5881000000.0,8593000000.0,5100000000.0,5799000000.0,6114000000.0,8837000000.0,5188000000.0,6316000000.0,6639000000.0,
Operating Expenses,PFE,0.0,16575000000.0,8206000000.0,9384000000.0,7625000000.0,4082000000.0,5828000000.0,6951000000.0,5385000000.0,4663000000.0,5022000000.0,5963000000.0,4663000000.0,5279000000.0,5358000000.0,7190000000.0,4989000000.0,5122000000.0,4992000000.0,7396000000.0,5116000000.0,5218000000.0,5440000000.0,6935000000.0,5016000000.0,5204000000.0,5359000000.0,6862000000.0,5155000000.0,5339000000.0,5503000000.0,6464000000.0,5042000000.0,5352000000.0,5543000000.0,
