indicator,ticker,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,
Revenue,AAPL,24667000000.0,28571000000.0,28270000000.0,46333000000.0,39186000000.0,35023000000.0,35966000000.0,54512000000.0,43603000000.0,35323000000.0,37472000000.0,57594000000.0,45646000000.0,37432000000.0,42123000000.0,74599000000.0,58010000000.0,49605000000.0,51501000000.0,75872000000.0,50557000000.0,42358000000.0,46852000000.0,78351000000.0,52896000000.0,45408000000.0,52579000000.0,88293000000.0,61137000000.0,53265000000.0,62900000000.0,84310000000.0,58015000000.0,53809000000.0,64040000000.0,
Revenue,ABT,9040850000.0,9616291000.0,9816665000.0,10377453000.0,9456633000.0,9807100000.0,9773241000.0,10836936000.0,5377895000.0,5446025000.0,5369139000.0,5654941000.0,5244000000.0,5551000000.0,4162000000.0,5290000000.0,4897000000.0,5170000000.0,5150000000.0,5188000000.0,4885000000.0,5333000000.0,5302000000.0,5333000000.0,6335000000.0,6637000000.0,6829000000.0,7589000000.0,7390000000.0,7767000000.0,7656000000.0,7765000000.0,7535000000.0,7979000000.0,8076000000.0,
Revenue,ACN,6496293000.0,7204355000.0,7174073000.0,7589108000.0,7259828000.0,7640790000.0,7288259000.0,7668036000.0,7493320000.0,7707935000.0,7524994000.0,7799696000.0,7567483000.0,8240180000.0,8267319000.0,8343257000.0,7931590000.0,8275066000.0,8364511000.0,8465984000.0,8397053000.0,8969044000.0,8965580000.0,9005603000.0,8762182000.0,9356787000.0,9640906000.0,10054493000.0,10067832000.0,10838854000.0,10642249000.0,10605546000.0,10454129000.0,11099688000.0,11055650000.0,
Revenue,ADBE,0.0,2050885000.0,1013212000.0,1152161000.0,1045220000.0,1124449000.0,1080580000.0,1153428000.0,1007873000.0,1010549000.0,995119000.0,1041699000.0,1000120000.0,1068208000.0,1005409000.0,1073328000.0,1109181000.0,1162158000.0,1217768000.0,1306404000.0,1383335000.0,1398709000.0,1463967000.0,1608419000.0,1681646000.0,1772190000.0,1841074000.0,2006595000.0,2078947000.0,2195360000.0,2291076000.0,2464625000.0,2600946000.0,2744280000.0,2834126000.0,
Revenue,AGN,876500000.0,1081700000.0,1081600000.0,1544600000.0,1524300000.0,1355200000.0,1285200000.0,1750200000.0,1895500000.0,1989800000.0,-406000000.0,8677600000.0,2655100000.0,2667200000.0,3683100000.0,4056900000.0,4234200000.0,5755000000.0,884300000.0,4197500000.0,3795900000.0,3288200000.0,3622200000.0,3864300000.0,3572900000.0,4007400000.0,4034300000.0,4326100000.0,3672100000.0,4124200000.0,3911400000.0,4079700000.0,3597100000.0,4090100000.0,4050700000.0,
Revenue,AIG,17436000000.0,16676000000.0,12716000000.0,17409000000.0,18443000000.0,17123000000.0,17648000000.0,12442000000.0,15888000000.0,17315000000.0,14826000000.0,20649000000.0,16112000000.0,16105000000.0,16654000000.0,15535000000.0,15975000000.0,15699000000.0,12822000000.0,13831000000.0,11779000000.0,14724000000.0,12854000000.0,13010000000.0,12632000000.0,12502000000.0,11751000000.0,12635000000.0,11712000000.0,11631000000.0,11486000000.0,12560000000.0,12456000000.0,12561000000.0,12914000000.0,
Revenue,ALL,8095000000.0,8081000000.0,8242000000.0,8236000000.0,8362000000.0,8278000000.0,8128000000.0,8547000000.0,8463000000.0,8787000000.0,8465000000.0,8792000000.0,8684000000.0,8860000000.0,8936000000.0,8759000000.0,8952000000.0,8982000000.0,9028000000.0,8691000000.0,8871000000.0,9164000000.0,9221000000.0,9278000000.0,9434000000.0,9587000000.0,9660000000.0,9843000000.0,9770000000.0,10099000000.0,10465000000.0,9481000000.0,10990000000.0,11144000000.0,11069000000.0,
Revenue,AMGN,0.0,0.0,0.0,0.0,0.0,0.0,12844000000.0,4421000000.0,4238000000.0,4679000000.0,4748000000.0,5011000000.0,4521000000.0,5180000000.0,5031000000.0,5331000000.0,5033000000.0,5370000000.0,5723000000.0,5536000000.0,5527000000.0,5688000000.0,5811000000.0,5965000000.0,5464000000.0,5810000000.0,5773000000.0,5802000000.0,5554000000.0,6059000000.0,5904000000.0,6230000000.0,5557000000.0,5871000000.0,5737000000.0,
Revenue,AMZN,9857000000.0,9913000000.0,10876000000.0,17431000000.0,13185000000.0,12834000000.0,13806000000.0,21268000000.0,16070000000.0,15704000000.0,17091000000.0,25587000000.0,19741000000.0,19340000000.0,20578000000.0,29329000000.0,22717000000.0,23184000000.0,25358000000.0,35747000000.0,29128000000.0,30404000000.0,32714000000.0,43741000000.0,35714000000.0,37955000000.0,43744000000.0,60453000000.0,51042000000.0,52886000000.0,56576000000.0,72383000000.0,59700000000.0,63404000000.0,69982000000.0,
Revenue,AXP,-4869000000.0,2285000000.0,-2285000000.0,4641000000.0,1133000000.0,1121000000.0,1181000000.0,1193000000.0,1243000000.0,1202000000.0,1283000000.0,1319000000.0,1337000000.0,1316000000.0,1395000000.0,1424000000.0,1447000000.0,1423000000.0,1505000000.0,1547000000.0,1580000000.0,1449000000.0,1334000000.0,1408000000.0,1500000000.0,1530000000.0,1675000000.0,28766000000.0,1841000000.0,17879000000.0,10144000000.0,10474000000.0,10364000000.0,10838000000.0,10989000000.0,
Revenue,BA,14910000000.0,16543000000.0,17727000000.0,19555000000.0,19383000000.0,20005000000.0,20008000000.0,22302000000.0,18893000000.0,21815000000.0,22130000000.0,23785000000.0,20465000000.0,22045000000.0,23784000000.0,24468000000.0,22149000000.0,24543000000.0,25849000000.0,23573000000.0,22632000000.0,24755000000.0,23898000000.0,23286000000.0,20976000000.0,22739000000.0,24309000000.0,25368000000.0,23382000000.0,24258000000.0,25146000000.0,28341000000.0,22917000000.0,-62459000000.0,19980000000.0,
Revenue,BAC,553000000.0,-1322000000.0,69335000000.0,24888000000.0,22278000000.0,21968000000.0,20428000000.0,18660000000.0,23197000000.0,22727000000.0,21530000000.0,21488000000.0,22566000000.0,21747000000.0,21209000000.0,18725000000.0,21202000000.0,22117000000.0,20682000000.0,18506000000.0,19512000000.0,20398000000.0,23801000000.0,19990000000.0,22248000000.0,22829000000.0,21839000000.0,20436000000.0,23125000000.0,22609000000.0,22777000000.0,22736000000.0,23004000000.0,23084000000.0,22807000000.0,
Revenue,BIIB,0.0,0.0,0.0,5048634000.0,1292014000.0,1420952000.0,1385554000.0,1417941000.0,1415096000.0,1723473000.0,1827780000.0,1965850000.0,2129751000.0,2421452000.0,2511446000.0,2640675000.0,2554963000.0,2591642000.0,2777859000.0,2839336000.0,2726800000.0,2894200000.0,2955800000.0,2872000000.0,2810700000.0,3078400000.0,3077800000.0,3307000000.0,3131100000.0,3356500000.0,3439000000.0,3526300000.0,3489800000.0,3616700000.0,3600100000.0,
Revenue,BK,698000000.0,731000000.0,775000000.0,780000000.0,765000000.0,734000000.0,749000000.0,725000000.0,719000000.0,757000000.0,772000000.0,761000000.0,728000000.0,719000000.0,721000000.0,712000000.0,728000000.0,779000000.0,759000000.0,760000000.0,766000000.0,767000000.0,774000000.0,831000000.0,792000000.0,826000000.0,839000000.0,851000000.0,919000000.0,916000000.0,891000000.0,885000000.0,841000000.0,802000000.0,730000000.0,
Revenue,BKNG,809320000.0,1102715000.0,1452804000.0,990771000.0,1037247000.0,1326759000.0,1706310000.0,1190640000.0,1302012000.0,1680238000.0,2269903000.0,1541153000.0,1641802000.0,2123575000.0,2836497000.0,1840097000.0,1840694000.0,2280397000.0,3102901000.0,1999995000.0,2148119000.0,2555902000.0,3690552000.0,2348433000.0,2419404000.0,3024556000.0,4434029000.0,2803093000.0,2928201000.0,3537094000.0,4849090000.0,3212615000.0,2837000000.0,3850000000.0,5040000000.0,
Revenue,BLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5501000000.0,0.0,129000000.0,-129000000.0,6260000000.0,0.0,0.0,0.0,6994000000.0,0.0,0.0,0.0,7084000000.0,0.0,0.0,0.0,7058000000.0,0.0,0.0,0.0,7948000000.0,0.0,7188000000.0,3576000000.0,3434000000.0,3346000000.0,3524000000.0,3692000000.0,
Revenue,BMY,5011000000.0,5434000000.0,5345000000.0,5454000000.0,5251000000.0,4443000000.0,3736000000.0,4191000000.0,3831000000.0,4048000000.0,4065000000.0,4441000000.0,3811000000.0,3889000000.0,3921000000.0,4258000000.0,4041000000.0,4163000000.0,4069000000.0,4287000000.0,4391000000.0,4871000000.0,4922000000.0,5243000000.0,4929000000.0,5144000000.0,5254000000.0,5449000000.0,5193000000.0,5704000000.0,5691000000.0,5973000000.0,5920000000.0,6273000000.0,6007000000.0,
Revenue,BRK.B,33170000000.0,37611000000.0,33083000000.0,37315000000.0,37516000000.0,37860000000.0,40345000000.0,46742000000.0,43867000000.0,44693000000.0,46541000000.0,47049000000.0,45453000000.0,49762000000.0,51199000000.0,48285000000.0,48644000000.0,51368000000.0,58989000000.0,51942000000.0,52163000000.0,54254000000.0,58843000000.0,58158000000.0,65145000000.0,57481000000.0,60472000000.0,58963000000.0,50458000000.0,68562000000.0,78156000000.0,28206000000.0,81000000000.0,73646000000.0,75898000000.0,
Revenue,C,19726000000.0,20622000000.0,20831000000.0,16152000000.0,19406000000.0,18387000000.0,13703000000.0,17979000000.0,20248000000.0,20488000000.0,58542487000.0,17780000000.0,20124000000.0,19342000000.0,19604000000.0,17812000000.0,19736000000.0,19470000000.0,18692000000.0,18456000000.0,17555000000.0,17548000000.0,17760000000.0,17012000000.0,18120000000.0,17901000000.0,18173000000.0,17255000000.0,18872000000.0,18469000000.0,18389000000.0,17124000000.0,18576000000.0,18758000000.0,18574000000.0,
Revenue,CAT,12949000000.0,14230000000.0,15716000000.0,17243000000.0,15981000000.0,17374000000.0,16445000000.0,16075000000.0,13210000000.0,14621000000.0,13423000000.0,14402000000.0,13241000000.0,14150000000.0,13549000000.0,14244000000.0,12702000000.0,12317000000.0,10962000000.0,11030000000.0,9461000000.0,10342000000.0,9160000000.0,9574000000.0,9822000000.0,11331000000.0,11413000000.0,12896000000.0,12859000000.0,14011000000.0,13510000000.0,14342000000.0,13466000000.0,14432000000.0,12758000000.0,
Revenue,CHTR,1770000000.0,1791000000.0,3600000000.0,1834000000.0,1827000000.0,1884000000.0,1880000000.0,1913000000.0,1917000000.0,1972000000.0,2118000000.0,2148000000.0,2202000000.0,2259000000.0,2287000000.0,2360000000.0,2362000000.0,2430000000.0,2450000000.0,2512000000.0,2530000000.0,6161000000.0,10037000000.0,10275000000.0,10164000000.0,10357000000.0,10458000000.0,10602000000.0,10657000000.0,10854000000.0,10892000000.0,11231000000.0,11206000000.0,11347000000.0,11450000000.0,
Revenue,CL,3994000000.0,4185000000.0,4383000000.0,4172000000.0,4200000000.0,4267000000.0,4332000000.0,4286000000.0,4315000000.0,4346000000.0,4398000000.0,4361000000.0,4325000000.0,4352000000.0,4379000000.0,4221000000.0,4070000000.0,4066000000.0,3999000000.0,3899000000.0,3762000000.0,3845000000.0,3867000000.0,3721000000.0,3762000000.0,3826000000.0,3974000000.0,3892000000.0,4002000000.0,3886000000.0,3845000000.0,3811000000.0,3884000000.0,3866000000.0,3928000000.0,
Revenue,CMCSA,12128000000.0,14333000000.0,14339000000.0,15042000000.0,14878000000.0,15211000000.0,16544000000.0,15937000000.0,15310000000.0,16270000000.0,16151000000.0,16926000000.0,17408000000.0,16844000000.0,16791000000.0,17732000000.0,17853000000.0,18743000000.0,18669000000.0,19245000000.0,18790000000.0,19269000000.0,21319000000.0,21025000000.0,20463000000.0,21165000000.0,20983000000.0,21915000000.0,22791000000.0,21735000000.0,22135000000.0,27846000000.0,26859000000.0,26858000000.0,26827000000.0,
Revenue,COF,3140000000.0,3136000000.0,3283000000.0,3182000000.0,3414000000.0,4001000000.0,4646000000.0,4528000000.0,4570000000.0,4553000000.0,4560000000.0,4423000000.0,4350000000.0,4315000000.0,4497000000.0,4656000000.0,4576000000.0,4537000000.0,4760000000.0,4961000000.0,5056000000.0,5093000000.0,5277000000.0,5447000000.0,5474000000.0,5473000000.0,5700000000.0,5813000000.0,5718000000.0,-4032000000.0,15369000000.0,5820000000.0,5791000000.0,5746000000.0,5737000000.0,
Revenue,COP,58247000000.0,17668000000.0,16695000000.0,46158000000.0,56132000000.0,-27160000000.0,17753000000.0,15279000000.0,14651000000.0,14142000000.0,15470000000.0,13985000000.0,16048000000.0,14701000000.0,12917000000.0,11851000000.0,8002000000.0,8660000000.0,7507000000.0,6766000000.0,5015000000.0,5575000000.0,6516000000.0,7254000000.0,7771000000.0,8882000000.0,7195000000.0,8736000000.0,8961000000.0,9240000000.0,10165000000.0,10361000000.0,10057000000.0,8380000000.0,10093000000.0,
Revenue,COST,20623000000.0,28178000000.0,28178000000.0,21628000000.0,22324000000.0,32218000000.0,32218000000.0,23715000000.0,24871000000.0,32487000000.0,32487000000.0,25017000000.0,26306000000.0,35523000000.0,35523000000.0,26866000000.0,27454000000.0,35778000000.0,35778000000.0,27220000000.0,26769000000.0,36560000000.0,36560000000.0,28099000000.0,28860000000.0,42300000000.0,42300000000.0,31809000000.0,32995000000.0,44411000000.0,44411000000.0,35069000000.0,35396000000.0,47498000000.0,47498000000.0,
Revenue,CSCO,10866000000.0,11195000000.0,11256000000.0,11527000000.0,11588000000.0,11690000000.0,11876000000.0,12098000000.0,12216000000.0,12417000000.0,12085000000.0,11155000000.0,11545000000.0,12357000000.0,12245000000.0,11936000000.0,12137000000.0,12843000000.0,12682000000.0,11927000000.0,12000000000.0,12638000000.0,12352000000.0,11580000000.0,11940000000.0,12133000000.0,12136000000.0,11887000000.0,12463000000.0,12844000000.0,0.0,25518000000.0,12958000000.0,13428000000.0,13159000000.0,
Revenue,CVS,25880000000.0,26629000000.0,26274000000.0,28317000000.0,30798000000.0,30714000000.0,30227000000.0,31394000000.0,30763000000.0,31248000000.0,31968000000.0,32782000000.0,32689000000.0,34602000000.0,35021000000.0,37055000000.0,36332000000.0,37169000000.0,38643000000.0,41146000000.0,43215000000.0,43725000000.0,44615000000.0,45971000000.0,44514000000.0,45685000000.0,46181000000.0,48385000000.0,45693000000.0,46708000000.0,47269000000.0,54909000000.0,61646000000.0,63431000000.0,64810000000.0,
Revenue,CVX,242000000.0,-242000000.0,0.0,0.0,0.0,0.0,181357000000.0,60552000000.0,56818000000.0,57369000000.0,58503000000.0,56158000000.0,53265000000.0,57938000000.0,54679000000.0,46088000000.0,34558000000.0,40357000000.0,34315000000.0,29247000000.0,23553000000.0,29282000000.0,30140000000.0,31497000000.0,33421000000.0,34480000000.0,36205000000.0,37616000000.0,37764000000.0,42236000000.0,43987000000.0,42352000000.0,35200000000.0,38850000000.0,36116000000.0,
Revenue,DD,14733000000.0,16046000000.0,15109000000.0,14097000000.0,14719000000.0,14513000000.0,13637000000.0,13917000000.0,14383000000.0,14577000000.0,13734000000.0,14386000000.0,14461000000.0,14917000000.0,14405000000.0,14384000000.0,12370000000.0,12910000000.0,12036000000.0,11462000000.0,10703000000.0,11952000000.0,12483000000.0,13020000000.0,13230000000.0,13834000000.0,38037561000.0,20066000000.0,21510000000.0,24245000000.0,20123000000.0,20099000000.0,19649000000.0,-8767000000.0,5426000000.0,
Revenue,DHR,3345702000.0,3711674000.0,4518089000.0,4515075000.0,4316220000.0,4553459000.0,4415543000.0,4975178000.0,4444700000.0,4737500000.0,4669100000.0,5266700000.0,4662700000.0,4963600000.0,4870300000.0,5417200000.0,4873300000.0,5127100000.0,4677900000.0,5884800000.0,5387200000.0,5785000000.0,1125900000.0,4584300000.0,4205700000.0,4510100000.0,4528200000.0,5085700000.0,4695400000.0,4981000000.0,4853100000.0,5363500000.0,4879900000.0,5156600000.0,5037300000.0,
Revenue,DIS,9077000000.0,10675000000.0,10425000000.0,10779000000.0,9629000000.0,11088000000.0,10782000000.0,11341000000.0,10554000000.0,11578000000.0,11568000000.0,12309000000.0,11649000000.0,12466000000.0,12389000000.0,13391000000.0,12461000000.0,13101000000.0,13512000000.0,15244000000.0,12969000000.0,14277000000.0,13142000000.0,14784000000.0,13336000000.0,14238000000.0,12779000000.0,15351000000.0,14548000000.0,15229000000.0,14306000000.0,15303000000.0,30225000000.0,20245000000.0,19100000000.0,
Revenue,DUK,3663000000.0,3534000000.0,3964000000.0,3368000000.0,3630000000.0,3577000000.0,6722000000.0,5695000000.0,5898000000.0,5879000000.0,6709000000.0,6112000000.0,6624000000.0,5949000000.0,5793000000.0,5559000000.0,6065000000.0,5589000000.0,6483000000.0,5322000000.0,5622000000.0,5484000000.0,6821000000.0,4816000000.0,5729000000.0,5555000000.0,6482000000.0,5799000000.0,6135000000.0,5643000000.0,6628000000.0,6115000000.0,6163000000.0,5873000000.0,6940000000.0,
Revenue,EMR,5854000000.0,6288000000.0,6545000000.0,5309000000.0,5919000000.0,6484000000.0,6700000000.0,5553000000.0,5960000000.0,6344000000.0,6812000000.0,5606000000.0,5812000000.0,6312000000.0,6807000000.0,5587000000.0,5400000000.0,5503000000.0,5814000000.0,4713000000.0,4928000000.0,5126000000.0,-245000000.0,3216000000.0,3574000000.0,4039000000.0,4435000000.0,3816000000.0,4248000000.0,4456000000.0,4888000000.0,4147000000.0,4570000000.0,4684000000.0,4971000000.0,
Revenue,EXC,-18644000000.0,-18644000000.0,-3711000000.0,3991000000.0,4686000000.0,5954000000.0,-10640000000.0,18803000000.0,-23489000000.0,-11266000000.0,6502000000.0,6163000000.0,7237000000.0,6024000000.0,6912000000.0,7256000000.0,8830000000.0,6515000000.0,7401000000.0,6701000000.0,7573000000.0,6912000000.0,9001000000.0,7874000000.0,8757000000.0,7624000000.0,8768000000.0,8382000000.0,9693000000.0,8076000000.0,9401000000.0,8815000000.0,9477000000.0,7689000000.0,16619000000.0,
Revenue,F,0.0,68641000000.0,33047000000.0,33917000000.0,32445000000.0,33211000000.0,32172000000.0,35731000000.0,35810000000.0,38095000000.0,35976000000.0,37036000000.0,35876000000.0,37411000000.0,34920000000.0,35870000000.0,33900000000.0,37263000000.0,38144000000.0,40251000000.0,37718000000.0,39485000000.0,35943000000.0,38654000000.0,39146000000.0,39853000000.0,36451000000.0,41326000000.0,41959000000.0,38920000000.0,37666000000.0,41793000000.0,40342000000.0,38853000000.0,36990000000.0,
Revenue,FDX,28752000000.0,10552000000.0,10521000000.0,10587000000.0,10564000000.0,11008000000.0,10792000000.0,11107000000.0,10953000000.0,11435000000.0,11024000000.0,11403000000.0,11301000000.0,11839000000.0,11684000000.0,11939000000.0,11716000000.0,12114000000.0,12279000000.0,12453000000.0,12654000000.0,12979000000.0,14663000000.0,14931000000.0,14997000000.0,15728000000.0,15297000000.0,16313000000.0,16526000000.0,17314000000.0,17052000000.0,17824000000.0,17010000000.0,17807000000.0,17048000000.0,
Revenue,GD,7798000000.0,7879000000.0,7853000000.0,9147000000.0,7579000000.0,7922000000.0,7934000000.0,8078000000.0,7404000000.0,7911000000.0,7796000000.0,8107000000.0,7324000000.0,7415000000.0,7751000000.0,8362000000.0,7784000000.0,7882000000.0,7994000000.0,7809000000.0,7724000000.0,7665000000.0,7731000000.0,8233000000.0,7441000000.0,7675000000.0,7580000000.0,8277000000.0,7535000000.0,9186000000.0,9094000000.0,10378000000.0,9261000000.0,9555000000.0,9761000000.0,
Revenue,GE,38448000000.0,35512000000.0,35367000000.0,37973000000.0,35182000000.0,36501000000.0,36349000000.0,39327000000.0,35010000000.0,35123000000.0,35725000000.0,40187000000.0,33548000000.0,32260000000.0,32107000000.0,19269000000.0,-24487000.0,31695000000.0,31680000000.0,24655000000.0,27845000000.0,33494000000.0,29265000000.0,33089000000.0,27660000000.0,29559000000.0,33472000000.0,31401000000.0,28660000000.0,30104000000.0,29573000000.0,33278000000.0,27286000000.0,28831000000.0,12859000000.0,
Revenue,GILD,1926094000.0,2137253000.0,2121660000.0,2200378000.0,2282449000.0,2405186000.0,2426597000.0,2588285000.0,2531635000.0,2767394000.0,2782833000.0,3119826000.0,4998956000.0,6534943000.0,6041832000.0,7314269000.0,7594000000.0,8244000000.0,8295000000.0,8506000000.0,7794000000.0,7776000000.0,7500000000.0,7320000000.0,6505000000.0,7141000000.0,6512000000.0,5949000000.0,5088000000.0,5648000000.0,5596000000.0,5795000000.0,5281000000.0,5685000000.0,5604000000.0,
Revenue,GOOG,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,53660000000.0,21329000000.0,20257000000.0,21500000000.0,22451000000.0,26064000000.0,24750000000.0,26010000000.0,27772000000.0,32323000000.0,31146000000.0,32657000000.0,33740000000.0,39276000000.0,36339000000.0,38944000000.0,40499000000.0,
Revenue,GOOGL,8575000000.0,9026000000.0,9720000000.0,10583000000.0,10645000000.0,11807000000.0,13304000000.0,10283000000.0,12951000000.0,13107000000.0,13754000000.0,15707000000.0,15420000000.0,15955000000.0,16523000000.0,18103000000.0,17258000000.0,17727000000.0,53574999000.0,21329000000.0,20257000000.0,21500000000.0,22451000000.0,26064000000.0,24750000000.0,26010000000.0,27772000000.0,32323000000.0,31146000000.0,32657000000.0,33740000000.0,39276000000.0,36339000000.0,38944000000.0,40499000000.0,
Revenue,GS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9328000000.0,9125000000.0,8387000000.0,7688000000.0,10617000000.0,9069000000.0,6861000000.0,7273000000.0,6338000000.0,7932000000.0,8168000000.0,8170000000.0,8026000000.0,7887000000.0,8326000000.0,7834000000.0,10036000000.0,9402000000.0,8646000000.0,8532000000.0,8807000000.0,9461000000.0,8323000000.0,
Revenue,HD,16823000000.0,20232000000.0,17326000000.0,16014000000.0,17808000000.0,20570000000.0,18130000000.0,18246000000.0,19124000000.0,22522000000.0,19470000000.0,17696000000.0,19687000000.0,23811000000.0,20516000000.0,19162000000.0,20891000000.0,24829000000.0,21819000000.0,20980000000.0,22762000000.0,26472000000.0,23154000000.0,22207000000.0,23887000000.0,28108000000.0,25026000000.0,23883000000.0,24947000000.0,30463000000.0,26302000000.0,26491000000.0,26381000000.0,30839000000.0,27223000000.0,
Revenue,HON,8909000000.0,8849000000.0,9298000000.0,9473000000.0,9307000000.0,9435000000.0,9342000000.0,9581000000.0,9328000000.0,9693000000.0,9647000000.0,10387000000.0,9679000000.0,10253000000.0,10108000000.0,10266000000.0,9213000000.0,9775000000.0,9611000000.0,9982000000.0,9522000000.0,9991000000.0,9804000000.0,9985000000.0,9492000000.0,10078000000.0,10121000000.0,10843000000.0,10392000000.0,10919000000.0,10762000000.0,9729000000.0,8884000000.0,9243000000.0,9086000000.0,
Revenue,IBM,24607000000.0,26666000000.0,26157000000.0,29486000000.0,24673000000.0,25783000000.0,24747000000.0,29304000000.0,23408000000.0,24924000000.0,23720000000.0,27699000000.0,22236000000.0,46848000000.0,21832000000.0,24113000000.0,19590000000.0,20813000000.0,19279000000.0,22059000000.0,18684000000.0,20239000000.0,19226000000.0,21770000000.0,18155000000.0,19288000000.0,19154000000.0,22542000000.0,19072000000.0,20003000000.0,18755000000.0,21761000000.0,18182000000.0,19160000000.0,18028000000.0,
Revenue,INTC,0.0,25879000000.0,14233000000.0,13887000000.0,12906000000.0,13501000000.0,13457000000.0,13477000000.0,12580000000.0,12811000000.0,13483000000.0,13834000000.0,12764000000.0,13831000000.0,14554000000.0,14721000000.0,12781000000.0,13195000000.0,14465000000.0,14914000000.0,13702000000.0,13533000000.0,15778000000.0,16374000000.0,14796000000.0,14763000000.0,16149000000.0,17053000000.0,16066000000.0,16962000000.0,19163000000.0,18657000000.0,16061000000.0,16505000000.0,19190000000.0,
Revenue,JNJ,0.0,0.0,0.0,65030000000.0,16139000000.0,16475000000.0,17052000000.0,17558000000.0,17505000000.0,17877000000.0,17575000000.0,18355000000.0,18115000000.0,19495000000.0,18467000000.0,18254000000.0,17374000000.0,17787000000.0,17102000000.0,17811000000.0,17482000000.0,18482000000.0,17820000000.0,18106000000.0,17766000000.0,18839000000.0,19650000000.0,20195000000.0,20009000000.0,20830000000.0,20348000000.0,20394000000.0,20021000000.0,20562000000.0,20729000000.0,
Revenue,JPM,0.0,52000000000.0,23763000000.0,21471000000.0,26052000000.0,22180000000.0,25146000000.0,23653000000.0,25122000000.0,25211000000.0,23117000000.0,23156000000.0,22993000000.0,24454000000.0,24246000000.0,22512000000.0,24066000000.0,23812000000.0,22780000000.0,22885000000.0,23239000000.0,24380000000.0,24673000000.0,23376000000.0,24675000000.0,25470000000.0,25326000000.0,24153000000.0,27907000000.0,27753000000.0,27260000000.0,26109000000.0,29123000000.0,28832000000.0,29341000000.0,
Revenue,KO,10517000000.0,12737000000.0,12248000000.0,11040000000.0,11137000000.0,13085000000.0,12340000000.0,11455000000.0,11035000000.0,12749000000.0,12030000000.0,11040000000.0,10576000000.0,12574000000.0,11976000000.0,10872000000.0,10711000000.0,12156000000.0,11427000000.0,10000000000.0,10282000000.0,11539000000.0,10633000000.0,9409000000.0,9118000000.0,9702000000.0,9078000000.0,7512000000.0,7626000000.0,8927000000.0,8245000000.0,7058000000.0,8020000000.0,10671000000.0,9507000000.0,
Revenue,LLY,5839200000.0,6252800000.0,6147900000.0,6046600000.0,5602000000.0,5600700000.0,5443300000.0,5957400000.0,5602000000.0,5929700000.0,5772600000.0,5808800000.0,4683100000.0,4935600000.0,4875600000.0,5121300000.0,4644700000.0,4978700000.0,4959700000.0,5375600000.0,4865100000.0,5404800000.0,5191700000.0,5760500000.0,5228300000.0,5824300000.0,5658000000.0,6160700000.0,5700000000.0,6355200000.0,6061900000.0,6438600000.0,5092200000.0,5636700000.0,5476600000.0,
Revenue,LMT,10633000000.0,11551000000.0,12104000000.0,12211000000.0,11293000000.0,11921000000.0,11869000000.0,12099000000.0,11070000000.0,11408000000.0,11347000000.0,11533000000.0,10650000000.0,11306000000.0,11114000000.0,12530000000.0,10111000000.0,11643000000.0,11461000000.0,12917000000.0,11702000000.0,12914000000.0,8880000000.0,13752000000.0,11057000000.0,12685000000.0,12169000000.0,15137000000.0,11635000000.0,13398000000.0,14318000000.0,14411000000.0,14336000000.0,14427000000.0,15171000000.0,
Revenue,LOW,0.0,26728000000.0,11851000000.0,11629000000.0,13153000000.0,14249000000.0,12073000000.0,11046000000.0,13088000000.0,15712000000.0,12957000000.0,11660000000.0,13403000000.0,16598000000.0,13681000000.0,12541000000.0,14129000000.0,17349000000.0,14360000000.0,13236000000.0,15234000000.0,18260000000.0,15739000000.0,15784000000.0,16860000000.0,19495000000.0,16770000000.0,15494000000.0,17360000000.0,20887000000.0,17415000000.0,15647000000.0,17741000000.0,20992000000.0,17388000000.0,
Revenue,MA,1501000000.0,1667000000.0,1818000000.0,1728000000.0,1758000000.0,1820000000.0,1918000000.0,1895000000.0,1906000000.0,2096000000.0,2218000000.0,2126000000.0,2177000000.0,2377000000.0,2503000000.0,2416000000.0,2230000000.0,2390000000.0,2530000000.0,2517000000.0,2446000000.0,2694000000.0,2880000000.0,2756000000.0,2734000000.0,3053000000.0,3398000000.0,3312000000.0,3580000000.0,3665000000.0,3898000000.0,3807000000.0,3889000000.0,4113000000.0,4467000000.0,
