end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200428,20200428,0.064,1260157128.39,1173844803.76,,,93979616.14,87296440.66,113268353.94,,967117953.64,5448720224.03,,9375878179.31,651330497.49,,516096726.24,15390958094.96,1131228207.07,5328549420.09,7021754887.61,579526540.79
20191231,20200311,20200311,0.23,7105943359.42,6782330567.42,,,417235367.12,313242824.27,597870584.91,982898917.53,979501442.55,5947199932.08,,9533586907.59,656248134.3,,516096726.24,15549564967.67,1210701235.82,5744485644.45,7267658200.98,765367297.77
20190930,20191030,20191030,0.083,4907202460.82,4786839214.83,,,152849177.9,115079083.18,232849693.46,,775401891.68,6257857413.56,,9224251240.31,661130741.33,,516096726.24,15195801639.38,1038250398.22,5350501577.37,7070516617.93,393219921.93
20190630,20190828,20190828,0.021,3128668372.35,3105162376.71,,,46561854.69,29009492.08,102817955.97,310870506.42,771554403.46,6140513662.28,,9281409492.25,666109127.15,,516096726.24,15213261601.94,1005423958.64,5404574490.28,7081900451.93,491156420.04
20190331,20190427,20190427,-0.023,1403129462.12,1453944111.03,,,-39334860.88,-32464115.55,-19465105.85,,699757049.81,6059822167.14,,9412347126.99,671043281.33,,516096726.24,15346661859.17,,5623789715.28,7198509399.97,487841708.92
20181231,20190316,20190316,0.26,7012943583.71,6613467457.71,,,453352485.05,365868658.53,684323914.64,1104820686.31,780085918.89,5822225492.51,,8920421688.15,676001569.16,,516096726.24,14864582888.42,1093266661.28,5694039212.51,6674492787.91,186171911.53
20180930,20181026,20181030,0.244,5001977644.13,4624837986.12,,,420521556.32,341028743.74,537672720.48,,643995034.32,5975456545.63,,9420184579.81,782075402.94,,516096726.24,15413901364.72,,6020193495.73,7255267490.81,348667198.37
20180630,20180829,20180829,0.211,3398215174.97,3052677818.01,,,359196069.52,295524428.71,403212319.82,616121408.54,684415427.75,5970448637.64,,9704455887.21,761077966.06,,516096726.24,15730197525.73,1059261560.27,6428152725.33,7617067966.85,371830002.12
20180331,20180428,20180428,0.11,1609599792.75,1427355614.42,,,186648285.48,153352102.52,186696346.8,,744875161.29,5754215418.07,,9512077906.85,690430220.41,,516096726.24,15564207946.95,1077784390.48,6584123215.79,7555574912.75,223498576.45
20171231,20180320,20180320,0.28,6143781781.29,5757912398.81,,,464827842.86,347738263.91,704002313.45,1127177622.61,900429184.73,5503405129.03,,9346913322.04,695382322.45,,516096726.24,15440431348.77,1140990620.92,6756036589.72,7585150417.09,426301276.78
20170930,20171028,20171028,0.166,4054506750.63,3837320367.84,,,258013057.48,199797867.6,420304898.27,,786699132.56,5476399133.17,,8729858933.24,700326383.07,,519029495.7,15819598262.74,1246042873.66,6285256170.41,8110833508.93,316574480.35
20170630,20170826,20170826,0.07,2506103181.22,2412341407.44,,,110804904.29,81350538.15,247754089.16,423266187.04,851107972.89,5333881618.22,,8490984936.17,705272820.45,,519029495.7,15849589611.1,996996950.11,6566026866.15,8261253318.82,399899429.2
20170331,20170428,20170428,0.014,1192176285.18,1173458320.37,,,18832964.81,14767432.56,76888395.6,,696901053.65,4823570686.07,,7557137618.46,710220217.75,,,14319337691.74,886733327.75,7188317641.44,9051691707.1,130742924.83
20161231,20170328,20170328,0.03,4798571558.85,4886306624.22,,,-81283041.1,28228624.57,115075680.73,498703897.49,808473128.8,4712969348.19,,7451278296.16,715171547.8,,,14228228655.48,797335195.61,7113631984.29,8975350103.4,228570934.84
20160930,20161029,20161029,0.02,3450845995.39,3450407492.25,,,6048503.14,18536044.0,,,1025351056.13,5059563624.04,,7086659882.47,718902881.07,,,15105739103.06,1047512115.3,7239833111.15,9862553131.55,136802155.27
20160630,20160810,20160810,0.013,2392675798.85,2387218373.98,,,8347424.87,13635514.47,118355629.67,289992743.69,1039097285.58,4959512003.6,,7186954789.63,723767813.63,,,15196317847.29,971859610.62,7303253969.85,9958032405.31,285045575.92
20160331,20160423,20160423,0.005,997431346.77,998773875.77,,,-332529.0,4773497.52,48822718.73,,1000776336.69,5164454633.49,,7198956433.33,728680480.82,,,15207117807.13,934628829.03,7009458274.42,9977694382.1,463098711.45
20151231,20160322,20160322,-0.37,5929105971.84,6523158844.34,,,-588860922.49,-389976738.83,-150291672.53,391837509.95,988164691.89,4833633334.15,,7434370440.07,733593148.01,,,15549714692.18,860586865.86,7532289234.93,10325064764.67,679394729.8
20150930,20151028,20151028,-0.271,4366836869.21,4688052477.26,,,-321215608.05,-282309296.77,14587333.89,,816453510.66,5399247977.43,,7898886694.56,345101738.73,,,16912664135.44,1129826965.03,8289546078.18,11820194730.51,403814280.31
20150630,20150729,20150729,-0.18,2954636615.2,3148850713.99,,,-194214098.79,-183042597.28,26763887.17,311802248.6,779227179.13,5350399252.6,,8105583808.99,347286193.32,,,17113131138.55,980155915.19,8368331796.06,11921395034.13,973085683.07
20150331,20150429,20150429,-0.09,1413072766.39,1515037729.08,,,-101964962.69,-97706991.77,10602793.14,,934143594.87,5251263081.46,,7866979569.05,349470861.63,,,16957555106.99,1283086788.64,8701311397.91,11676310760.47,644796714.71
20141231,20150331,20150331,0.01,6582527007.96,6898610896.14,,,-316083888.18,13286388.25,205193585.89,766344753.33,828127941.38,5067365283.67,,7412916862.15,350807957.42,,,16608045887.99,1279761770.17,8344293143.79,11229094549.7,493672084.83
20140930,20141028,20141028,-0.165,4805743707.31,5002967549.58,,,-197223842.27,-172138669.22,179818983.31,,909531688.31,5189674254.88,,7569985872.75,398296413.4,,,16561848092.83,1231248671.48,8291240219.5,11371321812.01,560938618.31
20140630,20140822,20140822,-0.09,3129227316.92,3244073038.39,,,-114845721.47,-93663634.32,144625841.01,423350746.46,900748955.63,5027295156.5,,8079825465.58,400474505.35,,,17138627848.8,1436916419.1,9003875742.1,11867361263.08,698914366.63
20140331,20140430,20140430,-0.0463,1440083267.2,1494419639.29,,,-54336372.09,-48205397.6,63813433.62,,1146608907.92,4994565715.22,,8038490405.37,400984083.17,,,17195966314.72,1378460519.89,9093442009.78,11872990388.05,530267252.56
20131231,20140325,20140325,0.02,6609562076.7,6794952329.61,,,-185390252.91,19363914.54,319925465.52,874065010.61,751166074.22,4685477984.75,,8068303293.23,399117387.66,,,17327808411.8,956445295.9,9120655115.62,11956619236.87,623147987.32
20130930,20131026,20131026,-0.12,4823467667.29,5003410110.93,,,-179942443.64,-129749370.57,157313639.09,,979080060.44,4536249495.97,,7677724247.61,274790695.65,,,16934340383.7,1072267456.43,7783555045.31,11709894493.88,367003693.7
