end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200430,20200430,0.0158,12185916.6,1897376.99,,,10294415.61,7333231.52,-1016941.24,,224391.0,1154689239.73,,2746367725.69,39678575.33,,,2850615685.1,64176370.37,266749905.04,270662762.81,1391398049.9
20191231,20200430,20200430,0.1656,186666622.16,140509532.6,,,109676398.3,76998066.69,25278688.4,28281087.73,192500.0,1151685520.04,,2742115864.81,39885375.29,,,2845472908.57,78979083.37,268929737.13,272853217.81,167424327.9
20190930,20191028,20191028,0.1442,161324702.56,120795175.61,,,93532299.36,67057837.54,23970241.94,,6240519.75,1183558340.02,,2329444502.99,40092175.25,,,2855200621.67,125099736.94,288930635.42,294869651.8,1068172688.12
20190630,20190827,20190827,0.1316,108842977.14,80551361.94,,,81294387.61,61176216.16,17326533.05,19665624.13,9608374.12,1182428862.84,,2359539365.77,40298975.21,,,2866371359.44,127228472.05,302516289.54,308488019.7,1108555616.17
20190331,20190425,20190425,0.1045,50851181.21,40010309.09,,,63843644.53,48616818.71,9348571.99,,4865437.06,1225084661.65,,2412971380.23,40710570.14,,,2913598145.61,,332510604.47,338512098.99,1132301131.16
20181231,20190425,20190425,0.2101,588943532.83,608748773.76,,,114943845.83,97709715.87,-22312814.9,-15834030.7,122500.0,1246638994.56,,2295830920.4,40712575.13,,,2866467854.07,127424804.99,333980602.98,339998626.16,925791291.08
20180930,20181030,20181030,0.1622,526389918.68,538980410.15,,,77932655.09,75424411.81,-16531971.48,,9061301.07,1174511751.64,,2258296799.33,34726.76,,,2854800588.87,,344554754.17,350616665.02,901577428.23
20180630,20180828,20180828,0.1872,122590609.03,119668185.6,,,105786939.33,87188942.76,2156168.26,5814471.75,197908469.32,1693830182.41,,2471113641.54,2308297.06,,,3310565827.73,171212367.2,788409646.95,794506077.33,451470865.78
20180331,20180427,20180427,-0.0055,19483184.15,22065786.9,,,-2558969.96,-2529580.26,-8363402.15,,196646339.16,1747556439.79,,2138633425.26,2339195.61,,,3164809549.16,182945043.26,729450503.0,735678119.74,88970059.59
20171231,20180427,20180427,0.02,417218216.27,428476692.89,,,21843077.98,9005784.95,-8527685.65,-580339.89,198581693.8,1732576401.52,,2152248261.97,2330377.5,,,3180438947.97,272052748.31,742539690.46,748777938.29,159857386.6
