end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200429,20200429,0.12,440373625.23,423151323.62,,,22893602.07,18995654.2,17293095.91,,411511921.69,127435168.84,,1237767906.44,21753760.47,19027260.19,214035.49,1992448188.16,186590250.77,743331953.45,765537393.01,117699528.13
20191231,20200418,20200418,0.6,2238937123.13,2200931356.69,,,105033857.66,92633555.43,49890815.05,75647489.07,332008436.01,134461421.44,,1170698888.92,22151901.0,19010566.92,214035.49,1928540639.98,184959393.04,698342063.64,720625499.03,143969846.76
20190930,20191023,20191023,0.48,1832191323.42,1804149028.05,,,78591047.85,74362270.86,33957667.25,,439324287.09,115748989.37,,1192056355.01,22342416.99,17757013.85,214035.49,1834732705.8,144350694.46,623593634.62,644747517.96,58550578.65
20190630,20190814,20190814,0.36,1111969101.3,1087904247.03,,,60100548.91,56573654.33,25637184.56,34634480.58,404481910.56,107701428.16,,1135227145.37,21918445.74,19900069.41,214035.49,1777304948.34,143580239.31,584798493.69,605108377.03,108445004.85
20190331,20190420,20190420,0.18,515057156.4,501943893.21,,,30799321.12,27272577.9,14178359.2,,357021834.86,126308875.55,,1098622117.8,22305725.76,19504064.17,214035.49,1727510248.48,,534860143.27,553935033.6,90829437.4
20181231,20190322,20190322,0.53,2161476637.85,2135714032.28,,,93897589.14,81299587.65,38109587.77,62782893.7,311192662.78,160766409.45,,1097868552.27,22696866.5,16386357.82,214035.49,1722182745.84,201417503.61,560977435.69,577109926.02,82809804.46
20180930,20181023,20181023,0.48,1591502927.04,1557164977.82,,,79645942.79,72587037.13,36138898.54,,307519464.54,225658077.47,,1052782988.46,22360776.43,16497750.17,214035.49,1670092125.01,,513944939.2,533675803.52,87146547.81
20180630,20180810,20180810,0.38,1074606863.07,1043089662.49,,,63003881.09,57903472.55,31640160.83,42633373.02,432864162.32,217086095.12,,1301517111.1,22715685.66,15984719.48,3202291.66,1871389112.62,180534337.75,727736816.92,746579681.24,144145677.91
20180331,20180428,20180428,0.19,493216414.88,479707445.91,,,30101963.65,29152121.52,14141974.21,,421729682.03,205302172.49,,1281645971.27,19814053.37,13702494.45,3202291.66,1839592999.91,189246162.72,700917932.91,712855199.56,73400040.44
20171231,20180328,20180328,0.59,2711502822.83,2664721601.71,,,100338648.01,91441440.67,56718583.26,76948447.67,489708793.42,187445196.4,,1381052422.52,19989899.5,11927725.71,3479694.05,1924156418.46,251539353.93,804272090.04,816709356.69,116593509.75
20170930,20171028,20171028,0.47,2115103689.96,2074050847.1,,,74948952.8,72921167.86,45657657.83,,498855994.41,218237402.76,,1359454315.19,19356706.32,7975645.69,3479694.05,1833059434.1,261741953.31,736245561.82,744132645.14,67149797.76
20170630,20170829,20170829,0.31,1474620938.86,1443203941.77,,,54448751.88,48560507.08,34845368.44,44585493.0,475477760.56,207942691.86,,1337599356.3,19552109.85,6440067.8,3479694.05,1793844436.13,251193833.81,712163224.63,729278307.95,207049483.53
20170331,20170428,20170428,0.12,579991133.04,568313731.7,,,20240238.66,18104328.96,12685650.69,,509479385.95,200205427.5,,1370350620.95,19696680.05,4805435.01,3479694.05,1807092480.7,280205622.54,739168387.32,757642670.64,240899115.04
20161231,20170224,20170224,0.42,2363653071.25,2334931892.6,,,60319819.74,65064998.27,39227153.06,56364263.59,431366119.71,181605252.81,,1347265886.2,19889583.59,4810943.4,3479694.05,1807797213.67,269800544.6,759077449.25,776451732.57,247989619.61
20160930,20161029,20161029,0.37,1731024094.09,1689575211.22,,,62359902.53,56413504.63,,,449182997.5,203838970.74,,1261562573.59,20082487.13,4850297.55,3479694.05,1700493425.43,247722391.0,663276902.94,677401102.93,359006892.42
20160630,20160823,20160823,0.27,1161372766.66,1129199215.15,,,47308678.31,41437226.65,33112767.17,41402542.03,415424399.79,193189052.61,,1221818488.49,20275390.67,4850297.55,3479694.05,1647400451.34,235108186.69,625490206.83,639284406.82,367007399.52
20160331,20160428,20160428,0.15,628440869.93,608111080.89,,,27073798.19,23092839.98,22072938.63,,428668651.87,158487901.88,,1225033148.67,20468294.21,4850297.55,3479694.05,1654001052.22,224588264.01,620755474.38,633549674.37,348263629.75
20151231,20160318,20160318,0.56,2281220600.65,2225454052.94,,,85526790.89,86999539.6,54990179.05,70312596.56,343845757.95,152501156.34,,1213572977.25,20661197.75,4850297.55,3479694.05,1602080122.44,193831168.49,592266584.58,604721584.57,99854472.27
20150930,20151028,20151028,0.47,1517731389.78,1462322136.71,,,76962453.11,74621540.92,51330622.47,,402109830.25,154731477.57,,1220216506.79,20854101.29,4850297.55,3479694.05,1588238444.52,179833850.01,587334837.16,603257905.33,39961062.95
20150630,20150820,20150820,0.31,1012517006.56,975858574.85,,,51121012.94,49371993.05,36747926.81,44249912.06,388100472.3,135340748.89,,1207048404.71,21047004.83,4850297.55,3479694.05,1568872002.57,169694123.55,562340543.85,578170782.02,359160862.27
20150331,20150428,20150428,0.17,461103761.61,441250807.11,,,27546541.16,26792264.99,20067387.46,,390614589.56,143883818.24,,1289356757.95,21239908.37,3350297.55,3479694.05,1647190025.9,177209222.67,602542376.89,618372615.06,520527384.31
20141231,20150314,20150314,0.76,1753488389.19,1651657338.45,,,127407727.55,118949616.4,100751623.43,115221101.06,308061782.26,140142344.17,,1185730176.15,21432811.91,2450297.55,3479694.05,1546818218.01,170609350.18,529297354.6,544793072.16,124174077.31
20140930,20141028,20141028,0.67,1318494779.41,1219482476.11,,,119205606.8,104510306.37,103050498.41,,354256018.76,88524638.3,,1139424817.64,21595955.45,2450297.55,3479694.05,1490357521.84,139484937.7,489253437.87,503746365.6,259540636.22
20140630,20140820,20140820,0.4,906403653.53,849888948.83,,,71489689.4,62814846.59,57815781.0,64659895.71,354343320.38,108656318.59,,1124059923.61,21788858.99,2450297.55,3479694.05,1469686227.86,169430126.45,510428797.17,524770531.4,97611790.29
20140331,20140428,20140428,0.18,466824063.25,444882579.69,,,30899757.35,28665668.68,22151796.58,,345844518.12,115358903.01,,1153758911.73,21935724.79,1845000.0,3479694.05,1491799980.63,181381548.91,508329726.85,522671994.08,211446133.53
20131231,20140328,20140328,0.63,1992391118.69,1898771057.05,,,107959407.14,96202309.89,91322932.82,104708914.44,283655328.77,138217982.64,,1046420325.17,22126364.17,1500000.0,3479694.05,1445383421.25,208274601.85,490476101.15,504921103.38,114518353.24
20130930,20131028,20131028,0.52,1625901742.07,1541360084.05,,,94100047.35,81860690.62,82580955.95,,353880837.07,95296162.18,,975021758.11,21647763.27,900000.0,495593.66,1414479021.34,208084553.34,478351128.83,488158384.86,147327360.36
20130630,20130820,20130820,0.32,1182793914.27,1132265326.91,,,57158173.94,50334072.78,48901389.63,55745297.64,386918049.61,166527910.67,,1021524492.23,21917304.49,,495593.66,1468511899.21,278439015.49,553821296.66,563660997.19,167807830.61
