end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200429,20200429,0.003,456182820.27,509209845.07,,,2485325.31,3154691.91,-55785354.34,,1024878339.96,608546209.57,,3004649100.4,118348917.28,7682952.25,12690843.48,3836436184.41,338679021.35,652225745.82,658618964.49,-78783976.43
20191231,20200408,20200408,0.105,2683202690.49,2609079387.06,,,141558536.74,133622248.89,55331407.48,107792783.86,980762861.23,818270285.59,,3107520303.36,95292867.61,20540693.65,12690843.48,3947428254.44,373796401.89,768328707.13,772631325.8,303655121.38
20190930,20191029,20191029,0.043,1802774735.79,1758907032.19,,,63769521.98,54539151.91,34467654.83,,1105475486.86,879179414.06,,2918956977.54,97738766.64,16851578.9,12690843.48,3766469364.84,366845912.11,668289429.96,672325469.58,344814619.96
20190630,20190826,20190826,0.04,1178292563.23,1136823271.81,,,58839834.54,51054349.13,39259662.91,65116631.22,1091304806.11,877122901.94,,2989980935.54,100208585.17,13782043.19,12690843.48,3838277796.91,345186993.45,743582664.81,747618704.43,361374811.87
20190331,20190429,20190429,0.011,473228953.68,466886251.71,,,15624091.45,13767603.2,-942975.36,,860702980.9,876338948.82,,2905678286.56,103777451.0,9383558.2,12690843.48,3744611342.41,,610295919.81,614331999.43,259416977.8
20181231,20190401,20190401,0.101,2404822502.7,2368723871.15,,,131684252.47,130328808.67,46267119.34,92316229.66,808998796.0,758190414.45,,2957101857.21,107029163.89,7116873.98,12690843.48,3802976653.98,300758757.32,682149934.58,686464914.2,258882822.31
20180930,20181026,20181026,0.061,1561738006.99,1536840792.84,,,94644932.86,77142485.56,30329433.87,,895804753.4,874650915.61,,2753018832.27,42609521.06,80855661.06,12690843.48,3622981593.09,,554870649.92,560058606.36,141594504.16
20180630,20180820,20180820,0.045,1057675121.38,1027146058.17,,,66958203.61,55921941.7,35242072.94,58328943.12,981424392.65,818657474.95,,2741243577.92,44410199.66,75697692.43,12690843.48,3696022872.53,245500203.62,647109473.22,652297429.66,83640664.32
20180331,20180423,20180423,0.016,499734895.44,487346538.64,,,24297655.77,19978103.12,13317883.35,,803655864.37,839834930.26,,2688107683.44,45819958.79,74803939.73,12690843.48,3703090569.93,301290396.11,612472005.36,619659961.8,286028728.01
20171231,20180423,20180423,0.094,2437285614.69,2396003062.24,,,121715285.03,119771909.58,66910750.71,114746337.96,750647047.23,765873061.42,,2779358657.35,47606387.98,70426546.58,12690843.48,3771709106.79,277713562.89,703068645.34,708256601.78,251410598.38
