end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200427,20200427,-0.0123,33044989.78,42696190.26,,,-8873194.55,-9284195.61,-2574577.19,,52356770.47,87100550.74,,256776990.6,37479441.2,3803131.68,,651931059.4,42960292.59,340919492.8,490489895.31,22471252.14
20191231,20200318,20200318,0.2031,230920072.82,371955978.5,,,247001383.05,145789293.0,-42646846.5,1091449.63,51868519.49,87124337.79,,260297736.16,37803351.53,3537739.96,,662738728.32,46948942.8,342263878.74,492013368.62,15874688.78
20190930,20191028,20191206,-0.0902,164658205.25,244729875.86,,,-77584183.7,-74144845.6,-7985197.18,,82877694.89,137469307.4,,639710048.91,57323157.87,8308564.99,36876175.33,1241587682.38,61551054.54,944025656.56,1042920760.02,35373863.32
20190630,20190827,20191206,-0.0459,107477241.22,146250773.67,,,-36759811.49,-38625076.45,-6868969.19,16014217.2,84505979.95,138674156.58,,671722472.46,58201595.04,8690194.77,36876175.33,1635157514.56,61943427.09,940181070.37,1039257761.23,34024323.81
20190331,20190429,20191206,-0.0255,51589816.34,71907213.36,,,-20609828.99,-21288945.96,-5073263.5,,86333504.3,136789768.83,,701462274.91,62284653.29,6398623.62,36876175.33,1667875420.54,,781181258.47,1054639536.71,42178151.09
20181231,20190426,20200318,-1.0776,247498984.67,1136170092.21,,,-758726092.03,-832127614.64,-107545588.83,-40451061.89,92747762.33,128674920.17,,527637147.64,53027835.35,5729955.72,36876175.33,1150616507.59,71291081.7,788925198.34,1062565063.97,97687824.23
20180930,20181030,20181030,-0.1404,174163772.6,288924027.72,,,-115816073.78,-114957704.97,-64176823.0,,104498627.18,154939192.19,,840709258.08,60490228.78,10214027.37,196342624.7,2014064263.4,,769591970.48,991081591.28,53517728.4
20180630,20180822,20180822,-0.0916,105699185.76,179166480.48,,,-73345271.7,-74701618.14,-49840566.94,-15951824.63,111246585.48,151830416.78,,868162545.2,68121497.01,8291288.75,196342624.7,2051269310.85,61649249.64,868684802.67,988330551.9,58559261.35
20180331,20180427,20180427,-0.0542,44824910.46,87117289.29,,,-44142294.53,-43640354.65,-28080783.62,,116116852.9,143167063.45,,857749160.28,76952105.14,7150600.79,196342624.7,2053538157.66,55705470.44,864436257.56,959738135.22,109128703.86
20171231,20180427,20191206,-0.3584,411582340.5,730733768.09,,,-276394844.65,-276617197.2,-149496459.82,88573515.01,115741227.56,136315432.91,,920096849.96,86940236.36,6297623.08,196342624.7,2134482979.17,61277440.96,902084595.99,997042602.08,141464040.07
