end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200429,20200429,0.07,60106844198.4,58016924612.93,47669802.28,,2584556201.89,1766026915.65,2692590994.31,,11626416639.22,49014711949.3,,138755838976.3,11803840556.13,,521453662.22,346004198635.11,29940942129.34,134812418824.03,153581480917.88,20564454417.69
20191231,20200429,20200429,0.56,292057462783.84,281328522023.51,178671978.44,,15514600869.32,13469014497.36,13854201973.86,32894789911.53,10877760224.0,40299745478.15,,130564486672.66,11886956397.27,,521901072.77,339633004353.73,29422516984.86,132586764933.54,148417086264.78,11965825339.3
20190930,20191026,20191026,0.4,217210362006.76,208033947365.11,128876959.09,,12468588563.26,9618568334.32,11170250706.79,,12942513992.21,45403711109.7,,132075737538.56,12054208444.43,,517780889.01,344570969138.94,30753124496.75,141086111196.18,156978207203.34,19050679995.87
20190630,20190823,20190823,0.28,141087487732.36,134614307287.67,82134109.57,,8717824146.51,6697051648.29,7897333034.51,17327916685.79,14074260959.88,44923500220.33,,128670951618.39,12138312955.5,,522001239.31,339679832220.62,29296558554.79,139715699420.05,155602198854.21,17229296253.68
20190331,20190425,20190425,0.12,65477841628.17,62415840453.77,37262021.15,,3805730692.53,2946859612.76,3403935157.3,,13350073805.8,45808263625.6,,128186561172.86,12218698777.8,,504886116.17,340804468442.33,,133829752722.76,149101536854.28,16867704167.81
20181231,20190425,20190425,0.97,305204866810.21,281929347788.1,169590516.73,,28183308273.22,23278140884.9,28562210690.71,47741057513.14,12696008218.95,41505389921.56,,120088569785.43,12313714412.8,,524024603.46,335140605811.65,29686531780.57,133303264091.69,145895516312.05,16066975884.61
20180930,20181030,20181030,0.71,225619697800.64,207342309894.45,117126152.09,,21789831470.52,17181942991.18,22454048450.22,,14301021869.81,43258191032.43,,134120947940.75,12266463950.32,,534962789.85,349868236778.88,,153650461879.57,166528943247.93,19992686842.85
20180630,20180828,20180828,0.45,148722369524.27,136704408583.42,73764860.45,,14207174488.88,10901132343.0,14346346009.09,23585810240.37,13255043426.76,39887452264.78,,136722690236.12,12371755311.56,,510949530.84,351802008972.46,31495874125.69,164783576441.18,175510353367.77,24204060682.01
20180331,20180428,20180428,0.23,67546323159.5,60925667295.81,39996554.51,,6986218480.29,5534415617.65,7187838262.83,,15235302859.34,45115285166.17,,137579934711.34,12455438502.37,,516712445.89,353712128488.57,31314308227.78,160153940400.39,173891485744.95,20316432689.66
20171231,20180410,20180410,0.86,289497791860.43,267977947591.25,174760042.55,,24924170426.65,20403137217.05,26067593874.15,44420720600.54,12079375683.85,39488037616.6,,133292610487.9,12384059562.2,,520886853.98,350234632615.17,29156277645.17,163206639363.92,175762228075.96,19912309189.73
20170930,20171028,20171028,0.53,252139749622.47,239837181651.44,127872580.31,,15090234077.6,12520006957.51,16545172801.95,,16716707322.59,47080071247.6,,132543269139.08,12099450612.48,,523336165.2,346612786466.6,31157331834.0,147367409526.94,179908975143.71,15641323736.75
20170630,20170825,20170825,0.28,170147111839.26,162651584716.13,90315267.36,,8971642654.81,6739088170.83,9545337467.46,18726338868.42,14882903324.03,46098521185.73,,142100047350.92,12388389424.23,,510923448.2,356480196219.21,29645634897.2,162407884362.71,194157610637.27,17624738656.91
20170331,20170428,20170428,0.17,85122348515.09,80088378726.39,54534265.11,,5435298763.32,4167029541.86,6622916092.25,,16806303853.27,53462813048.89,,150305121457.67,12362863073.25,,486009422.71,369155684245.49,35096464612.93,173096454351.06,204618695967.51,16569305367.8
20161231,20170428,20170428,0.55,185710288249.25,175594920676.19,195523701.7,,11595256513.63,9205298437.67,12949147846.42,25269130966.34,10414655663.0,35779209085.93,,102209616614.84,11648345527.36,,,267982714520.54,26210638849.6,119889618882.08,136561529620.77,9473511710.09
20160930,20161025,20161025,0.34,133611070919.77,126134817325.77,144840853.54,,8141602636.77,5825652203.5,,,10837739535.89,29121492875.14,,101419210048.94,11666559186.72,,,266872949735.26,25559461302.79,114504235401.25,138856761636.95,8866332480.87
