end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period
20200331,20200430,20200430,0.1367,4669468896.84,4313674308.83,,4313674308.83,355794588.01,359786279.14,,,,,,,1729470464.53,,854566626.65,62934656594.89,,,37759900632.1,873625874.17
20191231,20200430,20200430,-1.5758,14871958349.11,17248300350.78,,17248300350.78,-2376342001.67,-2796477238.69,7727212465.44,7945252500.68,,,,,1750375121.12,,854566626.65,64593538552.73,,,38959438190.9,1179568904.65
20190930,20191031,20191031,-1.4311,10559529003.78,12610522885.01,,12610522885.01,-2050993881.23,-2519948042.78,,,,,,,1707792591.84,,854566626.65,71249176591.96,,,45593228334.11,1113419083.89
20190630,20190831,20190831,-1.4129,6176633710.71,8196885390.38,566963158.84,8196885390.38,-2020251679.67,-2484152736.12,2217441792.89,2327558534.58,,,,,1733500614.9,,854566626.65,79569288672.75,,,53829412194.09,1217455897.4
20190331,20190430,20190430,0.0138,4232758884.71,4386634892.43,215667434.51,4386634892.43,-153876007.72,-117512305.58,,,,,,,1758934712.78,,854566626.65,96966803141.69,,,68848278968.79,2343923461.99
20181231,20190430,20190430,0.3455,23215269080.87,22800827032.22,,22800827032.22,414442048.65,441205933.44,15412107014.19,15626056764.11,,,,,1783672114.6,,854566626.65,114914978876.77,,,86515995780.63,1867450977.06
20180930,20181030,20181030,0.3675,17983638665.58,17477429021.68,,17477429021.68,506209643.9,561373143.1,,,,,,,1776509111.63,,858976283.24,127540087283.83,,,98723961110.75,1763257906.36
20180630,20180831,20180831,0.2925,12571493344.31,12128401555.45,,12128401555.45,443091788.86,497472039.07,8513369825.6,8589356133.77,,,,,1794466308.93,,858976283.24,142820167605.61,,,113840665299.34,999249197.97
20180331,20180428,20180428,0.1953,6567701748.14,6205681628.16,,6205681628.16,362020119.98,368241948.36,372009086.56,,,,,,1795902758.23,,858976283.24,155138875922.33,,,125791602560.29,2150888300.8
20171231,20180428,20180428,2.1912,30246421889.99,28044651578.55,,28044651578.55,2201770311.44,2436755865.51,23137624047.45,23299075959.46,,,,,1800997535.65,,858976283.24,225774286200.4,,,197402834962.29,11779402008.22
20170930,20171031,20171031,2.275,22403763434.49,20209499240.39,,20209499240.39,2194264194.1,2742355705.0,,,,,,,1683900597.32,,858976283.24,238302073131.94,,,208844141762.54,9924237237.06
20170630,20170831,20170831,2.1551,15619592361.94,13612492293.04,,13612492293.04,2007100068.9,2547774025.88,12241161317.71,12312625078.79,,,,,1697150031.67,,858976283.24,253220381757.11,,,224724600808.42,22285027886.14
20170331,20170429,20170429,1.9376,9488719724.1,6993014559.33,,6993014559.33,2495705164.77,2201031496.02,,,,,,,1571839695.47,,858976283.24,266958567918.31,,,238922101747.03,21005739263.76
20161231,20170420,20170420,0.034,30603660510.08,30794148519.73,,30794148519.73,-190488009.65,331476528.1,24272982102.91,24398312576.16,,,,,1584599812.5,,858976283.24,305866095858.69,,,278840434028.03,37872284866.88
20160930,20161029,20161029,0.0369,20962142417.31,21163156255.34,,21163156255.34,-201013838.03,7732187.57,,,,,,,1601486749.34,,859168687.2,295538510171.81,,,268764366632.89,24753671789.56
20160630,20160824,20160824,0.0059,14114513495.51,14150594552.64,,14150594552.64,-36081057.13,-22363296.91,11241795433.21,11295475544.19,,,,,1516790726.2,,859168687.2,291915714240.81,,,265428772595.25,24154302097.2
20160331,20160430,20160430,0.0579,6620348856.54,6593360838.1,,6593360838.1,26988018.44,16802746.24,40733967.12,,,,,,1807802791.86,,859169164.91,279418662116.42,,,259482972970.48,46812223171.14
20151231,20160303,20160303,0.4631,20029267014.11,19303256968.5,,19303256968.5,726010045.61,487548804.65,14213739061.86,14305473873.64,,,,63927108381.08,1287583993.88,,824614161.1,172955794906.74,,143104905890.69,151284621819.1,37594870413.36
20150930,20151030,20151030,1.0497,6779406499.96,12936072504.81,,,3009027902.85,2134550880.48,-1887826816.44,,6567382.1,23432123.74,,61206206274.13,1270903331.36,,824614161.16,147537292302.29,6124339.27,127498665229.52,134729196708.5,33291185736.14
20150630,20150827,20150827,0.9604,5541128692.39,8220737079.87,,,2464471688.59,1746188247.08,1696770739.69,1715441533.05,6576245.66,23340338.24,,20995228860.31,1278997253.6,,824614161.1,117621098038.94,6318558.41,99612595956.2,101936893831.15,14455363419.86
20150331,20150430,20150430,0.1988,2688833471.73,3723133407.45,,,507044118.28,403503142.47,1159866288.06,,6545163.46,23627300.17,,36010869665.34,86985989.19,,820204504.51,99297640635.98,6312935.91,81438681056.28,84083285164.33,13561789994.85
20141231,20150424,20150424,0.2219,9832081922.93,11359241670.21,,,246300427.61,411889712.1,6711730355.15,6777812942.43,6644895.72,23675943.09,,7941807976.12,89468772.22,,820204504.51,48749539495.33,6932966.84,37960863744.08,40053445643.11,4291660905.73
20140930,20141030,20141030,0.5981,6801524066.1,7385669657.2,,,580958818.16,550989318.9,5169610231.41,,5382021.61,41043897.25,,8457895846.91,48729054.06,,820204504.51,35041838997.27,9212573.09,26360204863.93,27144343209.55,970634786.25
20140630,20140821,20140821,0.3767,4382858194.8,4681189202.47,,,318182658.53,282528773.85,3327269857.78,3348709215.34,5381194.39,46278146.69,,4571766965.53,63809555.7,,820204504.51,25754893906.29,12126441.29,17500918534.49,18270107704.12,1132001553.67
20140331,20140430,20140430,0.2821,2063244756.55,2133746959.75,,,188535531.18,159654183.43,1543598984.58,,5581194.39,45891969.47,,4545390568.14,66177820.57,,820204504.51,19744196105.91,12081783.29,13957264569.05,14727482548.41,498631377.29
20131231,20140411,20140411,0.187,8722622495.19,9141894887.93,,,283312704.96,344042966.62,6933653469.3,7014702336.81,5638482.14,45728571.72,,3231219467.49,68701603.65,,820204504.51,17550292319.83,16700672.16,11651121195.29,12475098359.32,485202848.19
20130930,20131030,20131030,0.0856,6473258891.7,6650220390.09,,,269852695.93,285102890.58,5110498408.85,,9936788.78,46215998.59,,4023295112.11,57596430.21,,820204504.51,17228763456.24,29426438.77,10590806029.6,11976702018.39,754155242.58
20130630,20130822,20130822,0.0646,4251634182.36,4322510212.51,,,82592295.65,97075935.11,3320699534.28,3386406613.91,10296246.79,59606951.67,,5571747101.65,58831153.8,,820204504.51,16321659648.08,35203008.95,10076823492.34,11386568738.64,840424948.09
20130331,20130427,20130427,0.0516,2025871044.39,2053101748.13,7454917.56,,88396558.25,99075869.81,1626282206.28,,19121385.88,184041916.65,,5084805357.98,100154523.03,,820204504.51,16997998798.68,161318351.99,10205140611.09,11603510176.16,1190338770.35
20121231,20130412,20130412,0.1799,7053771316.45,7666763025.93,,,371054623.59,378969579.19,5369715346.65,5477577139.24,23331602.7,168874343.31,,5192343852.92,103435154.92,,820204504.51,16461549505.06,176894176.11,10335242910.03,11216919523.11,1137413481.27
20120930,20121031,20121031,-0.1078,5184520018.01,5335934585.76,,,145359735.38,157165520.5,-113818409.73,,33396776.79,186684970.83,,4514535252.5,104908595.87,,820204504.51,15762345562.47,178056672.15,10273863075.82,11036044771.06,1602943432.39
20120630,20120831,20120831,-0.0372,3241584366.51,3404090465.38,,,63268612.86,72621121.32,2465411759.24,2518802363.34,30056427.58,252859697.48,,5947145961.16,108027070.18,,820204504.51,15810121229.92,201376769.67,11821574904.25,12615311452.89,2637127119.28
20120331,20120428,20120428,-0.0771,1479396614.08,1485293043.46,6694168.21,,33903774.02,33335621.15,1146465731.0,,17926070.82,298846638.5,,6238891418.99,111145544.47,,821014504.49,14521617247.23,208723110.81,10579394825.75,11380514675.19,2177760854.66
20111231,20120428,20120428,0.0245,650453359.75,844566948.01,,,-36147986.21,9020055.89,-48781525.12,5177609.97,16575170.79,220141823.02,,1023384712.23,54121641.85,,,4215268733.04,196319416.39,1504346889.94,1832569148.46,31191661.49
20110930,20111027,20111027,-0.0754,535684009.46,618278840.6,,,-29756001.14,-22019687.97,19245017.97,,23516033.82,210626307.72,,626070103.0,54960251.62,,,4492075780.2,204706326.85,1235032585.51,2081289229.91,92373113.77
20110630,20110823,20110823,0.0145,334261956.63,383087366.56,,,3854895.07,10731724.37,17119405.89,43971402.18,25111839.96,205285583.62,,564013442.4,55898861.39,,,4594054445.3,211643150.28,1651986838.27,2036311732.67,67142507.99
20110331,20110430,20110430,-0.0956,102861271.26,143224701.49,,,-40204905.23,-40282836.48,-8286748.01,,34957129.45,191784710.25,,579851664.89,56837471.16,,,4909961707.52,183178028.75,1236699978.5,2193917477.52,112970359.78
20101231,20110430,20120428,0.0549,784180470.15,826867955.62,,,34597808.96,34520374.76,67812433.04,121965296.32,40431258.26,154274060.5,,1355939146.31,57776080.93,,,4660029689.02,167714766.8,1229077675.59,2114314240.66,255383876.21
20100930,20101030,20101030,0.0918,604027367.56,612969682.66,,,60046354.93,52858945.19,90042590.4,,46716293.2,111770288.36,,1260169753.82,58714690.7,,,4561557248.37,160757194.86,963741430.29,2165933519.71,183432781.83
20100630,20100831,20100831,0.1426,311716825.0,284139385.78,,,61507728.57,55344263.15,39999887.26,66622147.16,42610778.09,149878466.27,,460912984.55,59629180.47,,,3763957490.42,208631175.49,1037557809.1,1693034619.67,92065586.02
20100331,20100430,20100430,-0.0089,79797939.84,86230462.91,,,-6277033.72,-3324015.61,-1399798.0,,34055399.89,163750298.42,,719820006.34,60567670.24,,,4088859506.23,190204458.68,554901079.47,1340314366.17,469998771.31
20091231,20100413,20100413,1.1154,685257139.4,645472139.09,,,419622693.57,357603252.83,54185163.57,112365920.36,38452551.32,119588940.02,,756370845.44,61506160.01,,,4366628275.51,225566627.26,601427488.64,1421028527.01,548850382.68
20090930,20091031,20091031,0.2402,487734434.59,450267099.56,,,90436486.9,77681030.79,47788055.31,,43358387.58,93616247.31,,383838775.79,53141275.78,,,3773506863.89,137217600.51,426387182.61,998406003.19,186910122.1
20090630,20090825,20090825,0.1358,271709676.82,256281285.47,,,49834933.7,43890665.57,21529304.16,43635640.45,31366458.23,106660383.04,,371849398.27,53702929.31,,,4019195950.36,159279297.38,437526984.22,1049796752.31,94744135.46
20090331,20090424,20090424,0.0034,76589112.12,75972687.76,,,616424.36,1102932.79,3111660.83,,43839809.85,111453492.09,,266613094.69,55427172.62,,,2858907205.64,110212334.34,395413685.67,846375296.75,34036985.92
20081231,20090408,20090408,0.0839,574506862.58,592272413.1,,,10275731.69,28477309.18,23526929.33,75303710.32,31119357.37,97098971.65,,365016765.54,55483391.93,,,2235991541.98,145128048.22,411375125.94,766670611.35,128811433.56
20080930,20081031,20081031,0.133,422363518.98,402939478.63,,,47318003.77,43584023.92,35717487.55,,29605376.03,62944680.88,,322301367.45,56373623.24,,,2307105715.41,135825664.75,537959999.3,704146774.68,91365268.07
20080630,20080826,20080826,0.104,235685179.4,225860727.31,,,37486564.79,33661290.3,18775852.58,40431355.1,26266362.85,67944093.9,,296605481.41,57282594.32,,,2895563089.46,143917469.42,447938742.01,717326206.66,98702201.34
20080331,20080422,20080422,-0.03,52638892.63,57875101.18,,,-5236208.55,-5231338.99,-1938990.29,,34351170.13,91460275.09,,289610278.75,58988098.3,,,3752248588.42,132654168.47,479477307.43,878956592.91,80776091.2
20071231,20080219,20080219,0.2,520538913.95,523301833.44,,,17051694.27,32550764.75,14640632.93,66400680.42,33785814.36,53434085.41,,287368037.46,59044317.17,,,4894561180.34,126675840.84,470409747.24,1041811354.69,112634405.58
20070930,20071023,20071023,0.24,374778664.07,362398890.07,,,32194590.86,37692367.83,21872190.64,,40730464.88,63243193.2,,306485830.57,48878082.34,,,5218467793.18,137942718.67,436640490.15,1087167482.45,86785903.18
20070630,20070821,20070821,0.17,204648473.83,200883946.69,,,23579058.39,26698739.91,8822382.05,31134962.05,41578259.23,82309455.9,,344966022.0,49712094.34,,,3629780087.44,137903050.89,455435101.71,514518668.78,26342505.54
20070331,20070428,20070428,-0.04,53838261.78,59831425.25,,,-6012467.57,-6183622.32,-3402796.46,,31745849.96,87098742.4,,332295604.26,51380118.34,,,3025647010.45,127886245.2,485455273.62,544538840.69,108659766.03
20061231,20080219,20070428,-0.69,449059409.59,584217935.91,,,-135154133.28,-109255843.43,-32550846.5,11568782.54,49348846.95,62423543.16,,306439626.31,51380118.34,,,1118827199.18,125225646.08,460015167.64,519098652.2,106102054.85
20060930,20071023,20061024,0.09,338136394.88,329432807.19,,,8706506.69,17187329.33,,,58419036.85,66618427.68,1609798.69,322895362.59,53734655.84,,,1180797961.85,113961102.37,401674991.91,460758273.37,118373474.39
20060630,20070821,20060822,0.07,187131444.32,180433462.98,,,6700900.34,11675924.46,8347236.82,29646955.04,78192290.37,86706596.09,1900403.39,349755638.42,54625866.05,,,1217115223.67,129806426.56,414389338.0,501472619.46,871136.1
20060331,20070428,20060424,-0.05,52895514.75,60087364.1,,,-7175091.34,-7220543.66,,,72739147.01,107510769.59,814814.41,417933320.18,15722942.24,,,1255539254.74,127797215.28,471709837.19,558793118.65,116134795.01
20051231,20060406,20060406,,541962522.08,559395203.49,,,-8525467.06,9608626.68,-869158.62,40252280.07,74623623.22,87362803.0,319036.74,387158260.58,15722942.24,,,1264250534.03,127086257.92,473200572.82,560283854.28,
20050930,20051025,20051025,,433351360.06,430768676.94,,,10114034.77,20522979.46,,,65272484.33,85087237.94,2252766.99,350233020.85,15909512.64,,,1190360152.74,103152894.19,388263878.06,475347159.52,
20050630,20050823,20050823,,290706833.58,290500067.09,,,8727598.32,14796450.89,8294403.05,27992799.07,67885362.83,100875702.08,1654499.55,389505471.33,16239683.04,,,1208694249.77,113224701.71,385324503.65,499407785.11,
20050331,20050425,20050425,,168152522.61,161058289.5,,,7080345.53,6085731.51,,,79344480.52,111157747.14,3724342.89,467879593.68,15744243.9,,,1253485803.17,139485578.77,437826776.44,552910057.9,
20041231,20050420,20050420,,804459572.4,771471208.11,,,44372458.26,50471489.33,51382411.49,90998585.1,96082491.17,96818376.94,1153842.5,444688480.83,15910438.9,,,1234943609.12,140682292.92,425502394.61,540585676.07,
20040930,20041029,20041029,,588397981.61,550060328.7,,,48788667.87,48195742.94,,,101990109.92,78499501.68,585237.17,506757541.06,663414.03,,,1239192733.14,147966569.5,427979740.1,543063021.56,
20040630,20040827,20040827,,333993310.02,308763735.63,,,25916974.52,24543153.78,35192312.04,52670669.39,100761850.24,84509755.77,2646304.51,544120716.69,627510.82,,,1230583531.79,111471820.31,421023127.91,558106409.37,
