end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period,basic_eps_Z,total_revenue/total_cogs,total_revenue/operate_profit,total_revenue/n_income,total_revenue/ebit,total_revenue/accounts_receiv,total_revenue/inventories,total_revenue/total_cur_assets,total_revenue/intan_assets,total_revenue/total_assets,total_revenue/acct_payable,total_revenue/total_cur_liab,total_revenue/total_liab,total_revenue/c_cash_equ_end_period,total_cogs/operate_profit,total_cogs/n_income,total_cogs/ebit,total_cogs/accounts_receiv,total_cogs/inventories,total_cogs/total_cur_assets,total_cogs/intan_assets,total_cogs/total_assets,total_cogs/acct_payable,total_cogs/total_cur_liab,total_cogs/total_liab,total_cogs/c_cash_equ_end_period,operate_profit/n_income,operate_profit/ebit,operate_profit/accounts_receiv,operate_profit/inventories,operate_profit/total_cur_assets,operate_profit/intan_assets,operate_profit/total_assets,operate_profit/acct_payable,operate_profit/total_cur_liab,operate_profit/total_liab,operate_profit/c_cash_equ_end_period,n_income/ebit,n_income/accounts_receiv,n_income/inventories,n_income/total_cur_assets,n_income/intan_assets,n_income/total_assets,n_income/acct_payable,n_income/total_cur_liab,n_income/total_liab,n_income/c_cash_equ_end_period,ebit/accounts_receiv,ebit/inventories,ebit/total_cur_assets,ebit/intan_assets,ebit/total_assets,ebit/acct_payable,ebit/total_cur_liab,ebit/total_liab,ebit/c_cash_equ_end_period,accounts_receiv/inventories,accounts_receiv/total_cur_assets,accounts_receiv/intan_assets,accounts_receiv/total_assets,accounts_receiv/acct_payable,accounts_receiv/total_cur_liab,accounts_receiv/total_liab,accounts_receiv/c_cash_equ_end_period,inventories/total_cur_assets,inventories/intan_assets,inventories/total_assets,inventories/acct_payable,inventories/total_cur_liab,inventories/total_liab,inventories/c_cash_equ_end_period,total_cur_assets/intan_assets,total_cur_assets/total_assets,total_cur_assets/acct_payable,total_cur_assets/total_cur_liab,total_cur_assets/total_liab,total_cur_assets/c_cash_equ_end_period,intan_assets/total_assets,intan_assets/acct_payable,intan_assets/total_cur_liab,intan_assets/total_liab,intan_assets/c_cash_equ_end_period,total_assets/acct_payable,total_assets/total_cur_liab,total_assets/total_liab,total_assets/c_cash_equ_end_period,acct_payable/total_cur_liab,acct_payable/total_liab,acct_payable/c_cash_equ_end_period,total_cur_liab/total_liab,total_cur_liab/c_cash_equ_end_period,total_liab/c_cash_equ_end_period
20200331,20200423,20200423,-0.1,63596765.2,105073122.87,,,-35168412.34,-36213879.1,-37717817.54,,30090197.88,121406363.2,,1083643137.26,24189680.42,,,1955857738.49,93773887.29,473594925.42,594894317.17,43885532.43,-0.1,-0.25768823163385474,-0.20220981284532435,-0.05454817212346804,-0.03274906753225158,-0.058701013869532456,-0.09912443890988508,-0.8759049078996012,-0.05686820373746651,-0.6837897240963546,-0.29533301760358716,-0.6394518741694685,-0.5601185622432828,-0.025652413661740554,-0.20527835036182882,-0.054658151225129785,-0.03817439901301183,-0.05219799115875672,-0.09413705470858807,-0.6783748331245899,-0.054136685309587686,-0.48725086742546025,-0.24336408357406802,-0.39956491648130044,-0.32437347427304897,0.20714697711003857,-0.14758461887286356,0.012653988027356266,0.031004848436513303,-0.19577692351244558,-0.4961622997528155,0.028482029629474458,-1.4000711169333886,-0.2574576197932883,-1.1475073023873337,-1.1261404406939013,-1.849196243174951,0.02677888323431685,0.0331205519618837,-0.1601421884416018,-0.4931707778906889,0.02933002011624365,-1.5790663009509665,-0.2903906169512975,-1.2997164418254805,-1.2994915030173406,-1.9676086018329078,0.031005358724457276,-0.12645519306142575,-0.8430177822874352,-0.07019025211620288,-1.743607421821132,-0.27478762255311395,-1.2931768225274642,-1.254414396632101,-1.908094310651476,-0.1997994494691088,-0.9728850684465867,-0.04567911366134712,-0.7652948087197957,-0.39832201921214744,-0.7341753376668421,-0.6710924764134918,-0.11459315783389182,-0.7530530364126262,-0.07200865578422283,-0.573440565520612,-0.3171242917129051,-0.3985216236701196,-0.38039675816896934,0.04117299796954702,-0.07321918649578654,0.14941451802636047,-0.1298659350614366,0.10389434411690063,0.2033644933878895,0.5333757336047572,-0.46719966218053943,-0.20640608705041444,-0.33584006524280624,-0.42738327060167114,-0.09022672438139158,-0.11903757149511325,-0.006440594837790719,0.16366965205810116,0.6873945734955801,-0.2835758728320556,-0.23215157201027486,0.4120506703287801,0.16486231688544048,0.20003839163853848,0.15603733829848948
20191231,20200410,20200410,-0.36,657709337.23,864317705.14,,,-162975658.93,-130486985.53,,,17657858.7,95496202.06,,1123513324.65,24360557.0,,,1929424138.48,74217845.43,406052495.76,531897375.16,71184922.1,-0.36,-1.3843240867899205,-0.21566915835084832,-0.5389192892801733,,-0.05511833967242186,-0.09573566424540741,-0.7167648793884547,-0.048697130360182805,-0.490536154810767,-0.15209077666254245,-0.21785815114811122,-0.1900478480094054,0.09346343568141444,-0.21885833385611303,-0.5455974347711374,,-0.04218983910281299,-0.086381714457237,-0.5086603886449398,-0.05192518280794549,-0.24454941441036598,-0.05995508518678167,0.09234019520076833,0.1103890395167583,0.31668679596807303,0.01742549840586388,,-0.2367222955772507,-0.14949430056818958,-0.5685873298270894,-0.04611623302967754,-1.8958631337074632,-0.30711862717244204,-1.6574857711398154,-1.5715775873341518,-1.3459268569573577,,-0.3433978212388079,-0.14303047234626673,-0.45945018333370446,-0.04623082146546368,-1.6594623765673289,-0.3075750838397131,-1.5559885297721523,-1.4792250035058334,-1.170252926915169,,,,,,,,,,-0.1869305141793024,-1.0161355723078431,-0.046095584245163024,-0.7823385449046585,-0.43249100517160527,-0.7765848548405944,-0.718343918773619,-0.1989381222181211,-0.8783161501391301,-0.0776124330774165,-0.645960656920443,-0.29367952331193825,-0.4222216077504906,-0.4369281563029758,-0.1657018115567741,-0.07221012899705961,0.2836995170786296,-0.041181581349897994,0.3438455481963646,0.41795055837410805,0.8230110185778635,-0.4668483207327924,-0.14989822162679967,-0.3210408346024723,-0.3996314878376253,-0.16935324330644938,-0.09112149648091065,0.11332688555900913,0.21390873164136268,0.5058190348888177,-0.43302164803025356,-0.4063900508119625,-0.08773853110486415,-0.020608571779359857,0.0016920866828711008,-0.08117197046493492
20190930,20191026,20191026,-0.063,511269510.64,596370298.03,,,-60720827.42,-23479104.39,-84718014.68,,28928460.32,210278646.23,,1121526060.21,27610476.6,,,1953700636.97,102315245.76,323483647.48,453441412.19,682267190.12,-0.063,-1.0007540034930411,-0.06813200085498435,-0.45654196912006784,-0.266566070055891,-0.11972229516152239,-0.09686846228516378,-0.6517616853487135,-0.049685539784335944,-0.44805476263422467,-0.2644758051486975,0.029229322193162783,-0.00803326803634766,-0.1603584255866155,-0.06801158524261933,-0.43017300302582956,-0.262527571658071,-0.09409376177656804,-0.09389192509055082,-0.508686144761622,-0.05533991147555929,-0.27752035767247507,-0.21506194190045205,0.2690255471688451,0.2198104555670661,-0.16176630277630133,1.869191623220005,-0.0766030388476292,-0.25925516092338613,-0.08800496090496505,-0.9384482471877641,-0.045734754668477505,-1.557925525788219,-0.28442010067254103,-1.2414073274322943,-1.1268486519992336,-0.15684434092194385,-0.1599492887391709,-0.22130679360081276,-0.09022169466391684,-0.6970292223062982,-0.045697183885966636,-1.1198173913776215,-0.25029290187776654,-0.8790577440241298,-0.8034666815276228,-0.14059422195960697,-0.27440731551312236,-0.08843933583237795,-1.1347362781234283,-0.04611352962110899,-1.9589804708828236,-0.27020830682925906,-1.5671220985959402,-1.392318610532789,-0.1657575118605136,-0.09841044974751198,-1.0093827635969619,-0.045767254969726966,-0.7746512333184623,-0.44540347914012024,-0.6397723408436702,-0.6215442440945467,-0.13977699166756707,-0.4056317231114514,-0.0929299285682193,-0.3201807845377573,-0.16353619374170886,0.23952697758448555,0.2045232687994214,-0.39423550935183227,-0.07914451462887749,0.2254197805835092,-0.13927890705231774,0.6135739136895784,0.665224191003497,-0.11953260093355808,-0.43868562307537823,-0.13554018044942373,-0.24602954404395275,-0.3148683720118293,-0.3003245540074879,-0.1585575589039809,0.3825511521612268,0.5067458145204583,-0.1927505011872858,0.37445319432975394,0.16898435871599493,-0.5728483580658034,-0.24724923644183733,-0.1856319590318286,-0.22465562657571342
20190630,20190730,20190730,-0.018000000000000002,404873162.78,443650219.32,,,-20682902.48,-7000241.08,-38146709.11,13882781.05,27276575.65,268647175.68,,1170204583.17,27805833.75,,,2002151387.66,121515241.2,344331669.53,481853491.0,672253866.66,-0.018000000000000002,-0.7022094485606858,-0.6411230967039108,-0.8365467245961499,0.029376763557719784,-0.0737474123751366,-0.10197179367732521,-0.5993986113538712,-0.04890545159178092,-0.32645169380115696,-0.24242136280900228,0.15531061908732605,0.1081134527285151,-0.21508806649668682,-0.6529211257836091,-0.8831719323161453,0.029377372570531152,-0.06683278357907563,-0.09971433954746535,-0.47665423306417354,-0.05378059366733307,-0.19345129260001512,-0.2178470549897886,0.3371418540867115,0.28448520481899064,-0.2301744056433373,0.9926146358082847,0.03848235619910643,0.024620059759984457,-0.09196204566308422,-0.8262209355813089,-0.045331232341351176,-1.1843540804275257,-0.23186651345535825,-0.9465851681608874,-0.8738794372521662,-0.14076535374134047,0.03212020861672354,0.030004142719782065,-0.09518027741282538,-0.678520266355348,-0.045324359131877524,-0.9430225344844329,-0.21404174082983307,-0.7313436501092349,-0.6818723516271693,-0.1382802784610134,0.027440805714872958,-0.09104207518608025,-1.0177167948520593,-0.04537203105537091,-1.566073008927578,-0.22206944840062723,-1.2907878163972595,-1.1970944528688185,-0.147195423972869,-0.09823139017949366,-1.0053838111078777,-0.04582697526443557,-0.7615036525926132,-0.40117672595136833,-0.6732796096534106,-0.6534074137543806,-0.10942368862547511,-0.19970741121390193,-0.0949919644725914,-0.15677744689303974,-0.187643928710608,0.4382573393562582,0.38653382146528764,-0.3064940965944103,-0.08090152058250039,0.274886574252625,-0.16406814276574,0.5534186856035848,0.5892986748946913,-0.1651409353715305,-0.4520633494404576,-0.13319393989971254,-0.26494853073971913,-0.3433557636585865,-0.2854571053659819,-0.14712733370529524,0.36531947145449983,0.4354010710438914,-0.20768268421851122,0.6065120039042897,0.35426862905961604,-0.47468699806462394,-0.251152472949803,-0.21588378353007498,-0.25569998298393665
20190331,20190427,20190427,0.003,215506050.35,227010655.9,,,-1085397.08,1427603.34,-11176635.03,,30966492.95,315863475.35,,1262518945.01,28001190.9,,,2106544667.78,,426563082.84,573242785.26,757784301.75,0.003,-0.4998512649708446,-0.7834535841719695,0.6417034295356995,-0.2771388825811606,-0.051855054475973876,-0.1278645080122442,-0.5787946988955371,-0.0487630326490406,-0.2942176321608666,,0.03278971523453847,0.02327950695531893,-0.0830120641531548,-0.819499722284456,0.6924536187406727,-0.27515446254493175,-0.055899555585381455,-0.1286437968207335,-0.4926369180174735,-0.053181453701806145,-0.19387985455252663,,0.16923630966715147,0.15044715735843242,-0.08367712929960379,-2.243966099994906,-0.020774126943910353,-0.006004318083125804,-0.1210086546175441,-0.617125949710727,-0.04575216654744554,-0.7747337242034277,,-0.5871258326093745,-0.5266883936106118,-0.08665240599503461,-0.0400785395221158,0.005322155905393718,-0.12098084544796928,-0.525474097316015,-0.04587739452480515,-0.6682217755623772,,-0.5046078249046365,-0.4541524467126763,-0.08146206719535835,0.004352460053237302,-0.11633926810162043,-0.8360285211504349,-0.04624132257354924,-1.1655066009555655,,-0.849108613719414,-0.7909747005982306,-0.0870084989167397,-0.12573032427235173,-1.0065071648655406,-0.04620504097310172,-0.7733869788661367,,-0.6976290180909157,-0.6620627016939691,-0.4251882819872561,-0.0907653778543637,-0.1083945413024741,-0.05941610960535455,,0.3708968224671586,0.39065534488973813,-0.34087268878362126,-0.07576806001478358,0.34032637182051995,,0.34634119853275613,0.44147260880086575,-0.06720096446002093,-0.45902022673661813,,-0.2845151853703201,-0.3930790689027145,-0.2756733184891008,,0.13571529881533922,0.24868209386532597,-0.09568918266756553,,,,-0.09262340493383234,-0.08961377115847106,-0.11109534060285811
20181231,20190412,20190412,0.02,990541946.83,1124541656.51,,,-19948108.73,6559253.51,-127634861.6,-19071773.53,27137811.22,290917988.53,,1240610390.1,28196548.05,,,2100897822.04,115963256.48,420595005.15,573695653.48,808538260.74,0.02,-0.802729609552905,-0.07150215937076684,0.2068355428658735,-0.14804058263105946,-0.08748838728382706,-0.12026335183545309,-0.5625308553276023,-0.049272169743663934,-0.26067215579924874,-0.14406440874242757,0.16856610044200995,0.10622988091482984,-0.4911157779257708,-0.07357345182242134,0.23612186433196292,-0.14915329206530503,-0.06852670791081021,-0.12940609039950535,-0.4139794738844673,-0.05301301798276574,-0.07807759089737017,-0.09440397261642912,0.42606661275729574,0.33924140322026364,-0.4400194221903363,-0.3828708226344587,-0.01667137049717476,0.024274452500183313,-0.08705849387103547,-0.510714879707033,-0.04603801361163314,-0.7686428267209143,-0.1539626735823478,-0.6768415800228575,-0.5974675586709131,-0.2564037676192806,-0.03923167442869557,0.03330781388623059,-0.08790764029711223,-0.31802928871544983,-0.04548604295241771,-0.449490298014745,-0.12819583644641297,-0.46249237733209064,-0.4073468267764204,-0.15456726850429908,0.024347267761312904,-0.09274375781686181,-0.9890638486893247,-0.045987803931872455,-1.816476006321648,-0.18349388891679028,-1.407522332383726,-1.2957257490857566,-0.5168884085177748,-0.09578810895250077,-0.9805531470673351,-0.04664628448536209,-0.7543359770659087,-0.4949099618171403,-0.6863665122153338,-0.6585455123246208,-0.5402959727052162,-0.17434911775164477,-0.10920692527640788,-0.12816015072078937,-0.13894047265994744,0.3777152471433552,0.31810764493804006,-0.5007578113630344,-0.08093218465535945,0.32013843999483343,-0.10840515309106302,0.39731594144927357,0.45187339181602193,-0.48231410760603083,-0.454912407405594,-0.12014462538242346,-0.26581023763227685,-0.385335807915814,-0.29506073372397384,-0.121603330724905,0.18843574442380467,0.25003335062856313,-0.49483173460813806,0.1314335340470271,-0.005741730952178362,-0.5571274908841114,-0.2280825274965404,-0.5080679922420309,-0.4510496299443962
20180930,20181026,20181026,-0.231,729971980.86,812704064.06,,,-81934139.35,-84065301.64,-86357687.88,,18227455.11,328719631.88,,981963554.42,28391905.2,,,2062345100.22,,449654745.92,627121161.25,481775522.98,-0.231,-0.7547135743879487,0.04240385508395524,-0.13621405020053748,-0.07988562855481017,-0.05248821948175953,-0.08602221813071775,-0.3538516171481144,-0.04993903119707467,-0.2244746105907514,,0.10562759279328147,0.039085566904333804,-0.18801806517706693,0.04226510131913804,-0.13575196974093662,-0.08021262117056925,-0.05029675056640341,-0.09808869238537392,-0.16099343824056853,-0.055432552465430496,-0.041635950679194116,,0.372271963253098,0.2676795902854432,-0.1797386415536521,-0.2460908952263972,0.06073786295647482,-0.008875788444488593,-0.06811057664183583,-0.8689389145537193,-0.04620770902546914,-1.5271422749120087,,-1.2045158620822396,-1.0544873818324394,-0.11432911200880183,0.0723280104548886,-0.005147596377544795,-0.0700393028915158,-0.8593468156968019,-0.0465745964937986,-1.6890348435036904,,-1.330869446723255,-1.1747621838805362,-0.10130758418430855,-0.022065415403703235,-0.06883267240552593,-1.2401921761418793,-0.0459957213920748,-1.770239074676437,,-1.282919371754252,-1.1489760045767339,-0.18914643595849487,-0.07598862992039318,-1.0566014911761497,-0.2600793797799639,-0.8413569876278908,,-0.8003322207851075,-0.7470764768623294,-0.43810998576537274,0.28935027931835156,-0.12794483018073408,-0.02297032236151491,,0.36085148993398497,0.32019479360909714,-0.2625952555121472,-0.08347650158181916,-0.19634138813884694,,0.12299288163858246,0.09792843950706065,-0.15279885353567219,-0.44406350612474127,,-0.265007330091756,-0.400826339819114,-0.22592280229092346,,0.13394379047051125,0.20880949458779124,-0.19544235145524746,,,,-0.19993116538723557,-0.3132007770961464,-0.37374765312362757
20180630,20180828,20180828,-0.154,552843958.49,602385944.46,,,-56085202.23,-56255282.55,-49925767.07,2827752.35,27208188.0,348628736.28,,1006100090.51,28587262.35,,,2095001925.62,165336067.98,450705928.02,631967967.56,521788580.48,-0.154,-0.6651950465522272,-0.06736227361801507,-0.2736904584012713,-0.22043562965653382,-0.07125459469921483,-0.08288175528826686,-0.25314505013413346,-0.047523389723932705,-0.1162245451342966,-0.04561860105809123,0.2566619699381173,0.17651145547967279,-0.3354325801463423,-0.05916511344705901,-0.27622290737075217,-0.22003206542586012,-0.0694150256619485,-0.09426016680007399,-0.07615099193253602,-0.04985408806971585,0.05619865498027087,-0.04517615424193871,0.5020031229530999,0.3983285642619151,-0.18760547914730052,-0.15447146550808782,0.06251055207488512,-0.049579225628252926,-0.06658905363320115,-1.0270150041020891,-0.045857727425972,-1.4000608474863068,-0.11120257637726459,-1.190121118183498,-1.0556100634238503,-0.007062444484940245,0.1059760696503442,-0.01612625569443318,-0.06852473878526663,-1.0666575645511216,-0.04611406904898741,-1.5147768889811974,-0.09935615637295314,-1.3023118733343735,-1.166354747003608,0.00010920241805464337,-0.0254164953133668,-0.06500229156550019,-1.1071543961515335,-0.04567504339699618,-1.523738146082955,-0.17980790667679386,-1.142067822409013,-1.0309577252178148,-0.006898568424398255,-0.07044383361056085,-0.9919207904513169,-0.04698694958185312,-0.7905270483208614,-0.3512898768810636,-0.7146772784643877,-0.6869150528682678,-0.4613551228626101,0.33662911794477374,-0.14827869002813193,0.02511783779654602,-0.21416498844461462,0.4305872811355791,0.3870846829013773,-0.1552200281159814,-0.07551899303972898,-0.16732641150708588,-0.055410436787463456,0.15785994873831652,0.12740945340170556,-0.0920156666155171,-0.4525125514952794,-0.13614196671893758,-0.26838841702414984,-0.4097282751218877,-0.13185234220835557,-0.07750595698418025,0.17357907496066477,0.22214855469646014,-0.11284674263777407,0.666053357299764,0.3838103711510341,-0.1852125392530596,-0.22867978348279944,-0.2228925932454006,-0.2898939945910777
20180331,20180427,20180427,-0.063,318094284.44,336271616.89,,,-19262358.42,-19210993.42,-16754216.94,,38897006.96,354893579.64,,701211384.69,28782619.5,,,1812930413.74,200351906.11,499504180.59,682589339.34,199475307.75,-0.063,-0.5619459295102723,-0.20996717137449797,-0.1381037496484751,-0.06942779026648088,-0.057529292671269744,-0.05206889034739111,0.39988677718180593,-0.05969118343960268,0.3005493076435498,-0.049951600585053706,0.3143341639569304,0.26254273732802785,-0.0900943409257978,-0.20799434736882755,-0.13860328184616252,-0.06912215928701212,-0.058697062519096246,-0.051214599457533004,0.6130251219651909,-0.0526234054169421,0.48027445353053455,-0.04824209020915541,0.547838136101955,0.4729083474901856,-0.04253407965662277,-0.18091356356992658,-0.016577598580974916,-0.04235026670718544,0.04184891911988121,-1.0253045816646524,-0.03906916711906206,-1.2813248907268795,-0.1873052729243852,-0.7654790910159578,-0.6833797978522006,-0.7224577239699744,-0.012528904298458524,-0.030193272731188162,0.04148973661086887,-1.076905400336195,-0.06294438880438784,-1.3863696881135568,-0.16886635636752634,-0.8090635407045769,-0.7278642508437003,-0.7773534924018749,-0.023067982039654173,0.04569383605826124,-1.0391181523743842,-0.06197808551135935,-1.2936692415264004,-0.24406088460305714,-0.7456631565713936,-0.6728745661248766,-0.3535712593823158,-0.04599965461565506,-0.8123995050610375,-0.051805531138573425,-0.7112690817628642,-0.3673815436210622,-0.6383793661114435,-0.6105659599601411,-0.32279496900328675,1.0867331023168192,-0.04504614785548619,0.1929549732410046,-0.07153105998594195,0.30989082036299487,0.30247840953383043,-0.07814909519440245,-0.04552932133891004,-0.5809236347163469,-0.09507598704977381,-0.24615209497194854,-0.2551167889665053,-0.0807820494358989,-0.4254954115738796,-0.24706816923924566,-0.265250944604471,-0.4251842183536968,-0.13356641406509703,-0.1490528321760514,-0.09336854440323124,-0.024633476114588042,-0.08734127556217497,0.8520248918709503,0.589000029209064,-0.09913285162927668,-0.1003522199648388,-0.19454484325728622,-0.2575564885598482
20171231,20180330,20180330,-0.987,1607092730.23,1940465256.2,,,-287758969.98,-302593813.69,-295342.18,133665286.16,25903091.07,294818502.49,,708430272.1,28977976.65,,,1845371128.78,202037298.44,511129227.27,695819060.96,218128798.54,-0.987,-1.0366876382529977,-0.11011534790506322,-0.23510903984572248,-3.0,-0.06199903465384484,-0.04749389446720389,0.7817337940961857,-0.05998891866600699,0.6356146728958323,-0.1679534644575002,0.588266596427463,0.5336391076232814,-0.006693847709345356,-0.10928244552188707,-0.2369862180709776,-3.0,-0.05994887863102043,-0.047445668050819435,1.32596474651739,-0.052961968276315136,1.1163293844408473,-0.10056311749076415,1.061774635154157,0.9826402748657642,0.07100583720860706,-0.20477668620682868,3.0,-0.054350542714033286,-0.04753409495825598,-2.3683417918709133,-0.04555395918328291,-3.0,-0.2646457072402236,-1.6783613425105497,-1.6283337552527462,-1.6387250034953513,3.0,-0.05346035786989061,-0.04781313393759128,-2.595368613302448,-0.05461953898201988,-3.0,-0.28855437372000914,-1.8053598437623233,-1.8563247030661065,-1.841911983825437,-0.04526446646025826,-0.04732107343729302,-0.5868921206328498,-0.04371767341671986,-0.8092029337726294,-0.12622994915953115,-0.48901820734375256,-0.4520300542153198,-0.2541424522803513,-0.05700102215330536,-0.8755546117745772,-0.04764386613215448,-0.745352799948784,-0.4397454274850875,-0.6983865465125617,-0.6679763600702706,-0.4986066382131783,0.6926325270212896,-0.0457041117999901,-2.5020052065762167e-05,-0.2524319273197876,0.13884490718194356,0.14129233890131904,-0.09057198678291899,-0.04745279371672001,-0.576887571574427,-0.3347022481400076,-0.22809791354484207,-0.24244536132403857,-0.0752001552096627,-0.43059168810022813,-0.2493356094985503,-0.28590199135794825,-0.42288527510104146,-0.1320749457478269,-0.17505268707030203,-0.07343577821323055,0.0013750097882347528,-0.08570681111150015,0.7991125316535894,0.5512198878731951,-0.08962620840104793,-0.11037527966294347,-0.19816908944093056,-0.27053246788291424
