end_date,ann_date,f_ann_date,basic_eps,total_revenue,total_cogs,int_exp,oper_exp,operate_profit,n_income,ebit,ebitda,accounts_receiv,inventories,amor_exp,total_cur_assets,intan_assets,r_and_d,goodwill,total_assets,acct_payable,total_cur_liab,total_liab,c_cash_equ_end_period,basic_eps_Z,total_revenue/total_cogs,total_revenue/operate_profit,total_revenue/n_income,total_revenue/ebit,total_revenue/accounts_receiv,total_revenue/inventories,total_revenue/total_cur_assets,total_revenue/intan_assets,total_revenue/total_assets,total_revenue/acct_payable,total_revenue/total_cur_liab,total_revenue/total_liab,total_revenue/c_cash_equ_end_period,total_cogs/operate_profit,total_cogs/n_income,total_cogs/ebit,total_cogs/accounts_receiv,total_cogs/inventories,total_cogs/total_cur_assets,total_cogs/intan_assets,total_cogs/total_assets,total_cogs/acct_payable,total_cogs/total_cur_liab,total_cogs/total_liab,total_cogs/c_cash_equ_end_period,operate_profit/n_income,operate_profit/ebit,operate_profit/accounts_receiv,operate_profit/inventories,operate_profit/total_cur_assets,operate_profit/intan_assets,operate_profit/total_assets,operate_profit/acct_payable,operate_profit/total_cur_liab,operate_profit/total_liab,operate_profit/c_cash_equ_end_period,n_income/ebit,n_income/accounts_receiv,n_income/inventories,n_income/total_cur_assets,n_income/intan_assets,n_income/total_assets,n_income/acct_payable,n_income/total_cur_liab,n_income/total_liab,n_income/c_cash_equ_end_period,ebit/accounts_receiv,ebit/inventories,ebit/total_cur_assets,ebit/intan_assets,ebit/total_assets,ebit/acct_payable,ebit/total_cur_liab,ebit/total_liab,ebit/c_cash_equ_end_period,accounts_receiv/inventories,accounts_receiv/total_cur_assets,accounts_receiv/intan_assets,accounts_receiv/total_assets,accounts_receiv/acct_payable,accounts_receiv/total_cur_liab,accounts_receiv/total_liab,accounts_receiv/c_cash_equ_end_period,inventories/total_cur_assets,inventories/intan_assets,inventories/total_assets,inventories/acct_payable,inventories/total_cur_liab,inventories/total_liab,inventories/c_cash_equ_end_period,total_cur_assets/intan_assets,total_cur_assets/total_assets,total_cur_assets/acct_payable,total_cur_assets/total_cur_liab,total_cur_assets/total_liab,total_cur_assets/c_cash_equ_end_period,intan_assets/total_assets,intan_assets/acct_payable,intan_assets/total_cur_liab,intan_assets/total_liab,intan_assets/c_cash_equ_end_period,total_assets/acct_payable,total_assets/total_cur_liab,total_assets/total_liab,total_assets/c_cash_equ_end_period,acct_payable/total_cur_liab,acct_payable/total_liab,acct_payable/c_cash_equ_end_period,total_cur_liab/total_liab,total_cur_liab/c_cash_equ_end_period,total_liab/c_cash_equ_end_period
20200331,20200429,20200429,-0.08,2014014836.15,2483881619.94,,,-353558006.18,-388006367.92,43667195.25,,6102949857.43,10317170026.24,,32018398384.93,3070489572.36,267574344.53,1234448676.14,58400020617.43,2565154682.99,34612860043.53,40342732666.39,2800782905.31,-0.08,-0.16327894393840003,-0.24063191192951616,-0.05562393743962568,0.301864422860746,-0.061717615177390696,-0.10353069481110484,-0.8580812305251512,-0.05800383464371283,-0.6671160772211943,-0.28050139969012927,-0.8340118154041917,-0.7352620355867555,-0.20449248115514568,-0.2449577321786025,-0.05575511193538845,0.3751014049994225,-0.05616255159445533,-0.1027625035682981,-0.7574210209450907,-0.055987094888100636,-0.583834297592044,-0.2685791962663487,-0.808927358577294,-0.7006181386951896,-0.16693289323011598,-0.17227579257160403,-0.39411232898224197,0.03702066462429536,-0.12081685011125655,-0.23494139183919,0.033119329487634845,-0.6804034260593164,-0.16021749771446825,-0.4085738173768383,-0.4019493110810097,-0.33405004193850574,-0.5559730353330667,0.03917739740565652,-0.09342059602760706,-0.21702007907621662,0.034833769285263674,-0.7338544912003988,-0.17227812113063842,-0.4075948750484545,-0.4131978883471006,-0.3479989968368073,0.037608476048371565,-0.08330832812824089,-0.2201088759438759,-0.06056941632340925,-0.3800125363010268,-0.11991359086533684,-0.2961082001047108,-0.27903148333223354,-0.1278520769386585,-0.178807740489755,0.16397475689369712,-0.045583039912154996,0.21821753494884866,0.3337827699493587,-0.30946427928260634,-0.23749456723046566,0.12606520606711472,0.2519550828056945,-0.0722567804755248,0.11076169055945354,0.010707835805000227,-0.32663271493018997,-0.25702239354857664,0.1825223821698547,-0.0751028689437542,0.12372141920565241,-0.11124758692302068,-0.4168806944023325,-0.43045334400473095,0.0988373562668012,0.0614017824855657,-0.05807959989993742,-0.25275329831098975,-0.24110452323873569,0.09720381723850471,-0.10935291845237548,-0.47960830126667964,-0.4737782887003182,0.08475612828581888,-1.0394969678092822,-0.8633675556467133,-0.16361849413452711,0.4798480826581242,0.28186337143461915,0.19281213033501793
20191231,20200429,20200429,0.02,17010331708.69,17823370397.29,,,209522584.75,-192909975.23,1891918255.11,2841539871.41,6242463069.7,10041316195.72,,32847256351.55,3102984546.74,255798737.9,1234448676.14,59433618022.56,2485532357.33,34959808384.81,40988357739.78,3754536247.06,0.02,-0.5865472526590694,0.44203418190364885,-1.6922939363670386,-0.048460066453080715,-0.0820132582413901,-0.10458720777137753,-0.7723356201856795,-0.049685797528175354,-0.5932395376603636,-0.2017636008584195,-0.7594518158854532,-0.6854587268935316,-0.2291443050134517,0.46832948206570413,-1.7162068849016434,-0.03298570185275962,-0.07929800897577956,-0.09983730744126709,-0.6903752697177509,-0.05483635242858735,-0.5255175141212346,-0.1927592486247324,-0.7246384194107552,-0.6534185612493154,-0.2042034279091223,-2.1278804532491726,-0.17791195108957367,-0.12961733125067074,-0.12582716003848546,-0.20677998936563416,-0.045519722160671634,-0.5492528276251122,-0.15087588815352612,-0.5388421239782603,-0.4831312669639456,-0.18485747753940396,-0.20011524412086631,-0.16851002449307728,-0.12156719552987044,-0.18458227383874237,-0.04557670991661667,-0.5733672793571668,-0.16584125493510923,-0.5422858409638115,-0.49400049004659463,-0.197987898529547,-0.142296378112512,-0.13213508302975363,-0.23944330092656346,-0.04627282317373222,-0.2460568454178911,-0.08302164467952282,-0.3876658605841089,-0.33388391971121323,-0.08268985801013001,-0.16333968318445907,0.16240178480174025,-0.04587602685226695,0.21018470360186478,0.4440539184595628,-0.27394315503763117,-0.2159855119950816,0.07961869165284871,0.16916093766538914,-0.07774333843135689,0.06164116110444667,0.05706253458491182,-0.33112871908250935,-0.2789900964526566,0.13042371348458506,-0.0743307070734202,0.1538229299121043,-0.07841922486590135,-0.4218651350998378,-0.42577490229677895,0.20039912398563559,0.05119116074988303,-0.04235026234940804,-0.2566975338855493,-0.2457880895420478,0.02091369134348017,-0.10266985051798429,-0.4302466610784279,-0.3726817403957457,0.0231243239526512,-1.111419150613327,-0.9343840878652921,-0.33148890778799595,0.444250441669563,0.382034867546008,0.14944643753758988
20190930,20191030,20191030,0.03,11464291874.05,11611998660.9,,,303904303.21,19765041.49,1452273182.35,,6566339391.05,9959866652.91,,31274865908.49,3210806006.15,253572546.72,1234448676.14,58225868540.89,2751766417.67,32043905096.16,39450121161.37,4683081655.36,0.03,-0.5045800313082881,-0.021635386608166954,3.0,-0.06692159835771705,-0.20600419044329846,-0.09985705137861141,-0.7527023997965043,-0.05067740114283197,-0.613901860315844,-0.3093842783981163,-0.7022021109359785,-0.664323207555789,-0.12483095870144753,-0.02034075344081199,3.0,-0.05266775028813214,-0.20782096433893218,-0.0986477264015008,-0.694968147548803,-0.05800205658147693,-0.552104140829199,-0.3351979495817078,-0.6617238553224059,-0.6312098032462693,-0.12468773381457342,3.0,-0.21143161121090392,-0.19048862075175096,-0.08509807023902512,-0.5293079514322095,-0.04545796907939887,-0.7000729049112855,-0.2031315292244062,-0.5598676150875612,-0.4999134562623881,-0.12578006208568138,-0.23687064562594012,-0.1892719802240077,-0.08887868112892204,-0.5419148704123684,-0.0455594455050807,-0.7776816375116875,-0.21697713808150138,-0.5791669308906914,-0.5257032154167998,-0.13159517079502941,-0.1635704499406745,-0.08328146365768414,-0.33539268431844244,-0.04574507299382133,-0.2671835063348819,-0.115592115457233,-0.3834381768494308,-0.33798285590001376,-0.09118945670356787,-0.08878020763550815,0.1975644263377572,-0.045638226494395195,0.19548408910483497,0.33774881510567545,-0.2616692523384042,-0.23757456117124262,-0.04689312749488505,0.22689590812058677,-0.09394600448936563,0.0572538123082501,-0.034776495802114386,-0.3082994508794059,-0.2726457186591489,-0.06425137166655452,-0.08094141494295194,0.06154438145463596,-0.129760911825961,-0.4214164779909124,-0.4581407254298166,-0.057282326820976094,0.09296955585157823,-0.059545770799133486,-0.21662749648828222,-0.21086643837421135,-0.05484742868271131,-0.14297983774866496,-0.4531079669059868,-0.44703990878000766,-0.09111974658593752,-1.0000269672190842,-0.8444002796709315,-0.37372249957787895,0.2549952309383325,-0.0354082563847406,-0.06605148785424077
20190630,20190829,20190829,0.01,6638763539.14,6728823469.91,,,205735419.58,10183873.26,977825903.99,1470738144.54,6308201001.08,9451020607.72,,31187682190.91,3217617720.69,244158706.34,1234448676.14,58085743764.71,2792202218.13,31693459317.46,39338157311.94,3908341788.77,0.01,-0.4594699496513712,0.2306542153949873,3.0,0.043323963738380794,-0.09229559982673102,-0.10488093187302541,-0.8391840511534527,-0.050235416284361734,-0.6546839500445493,-0.3129314833669729,-0.7158571123343793,-0.6917336366193021,-0.15603309681147853,0.24529503100803288,3.0,0.04394584592390233,-0.08191740698372221,-0.10385880808237752,-0.7801383922225443,-0.05709596109195847,-0.5941304444064333,-0.33892109452239166,-0.672821363469698,-0.6563234433191537,-0.16157501097732657,3.0,0.03577828440242636,0.026353950798273542,-0.09056044805896625,-0.5773097521889693,-0.045178708576654375,-0.7113085690863444,-0.19371941681473165,-0.5805276009788872,-0.5299310869013975,-0.11757182697586734,0.029854474307457815,0.030575095387894106,-0.09467942337263373,-0.6036095451600354,-0.04526069693346883,-0.7950467467160207,-0.20276331645783197,-0.5977008022826084,-0.5558325326529597,-0.13366550954571796,0.030506883702816567,-0.08742126383283264,-0.34771494613977916,-0.045087958941682875,-0.26074383675862145,-0.1077884885259975,-0.38957232396113756,-0.3483039629254677,-0.07453298473958087,-0.08829060723178105,0.16250806385608552,-0.045690060726275,0.16414404212562383,0.2160203058531644,-0.268307196773038,-0.2505672024858037,-0.030427648332104807,0.15681496685985816,-0.09684675020111534,0.015325430987104436,-0.06466522184999024,-0.3191947649731011,-0.2858954212940647,-0.012565836420018246,-0.0832615249661386,0.06385199173611779,-0.12835782584883423,-0.38714448854883676,-0.4245024214794783,-0.03790208008170001,0.09981945277135099,-0.0615696900637119,-0.21929295245973504,-0.21477771894718847,0.028642604978605556,-0.12179974413960236,-0.457167894772565,-0.4292314917040218,-0.06205011426940388,-0.9733941847856928,-0.8303285828224768,-0.25812793249762633,0.21516191743120885,0.02452758450931515,-0.013099734051189069
20190331,20190427,20190427,-0.01,2876015754.12,3192690458.65,,,-34060067.67,-92576532.15,128207345.92,,6642536007.71,9935735959.88,,31544615983.35,3259175428.26,224868050.55,1234448676.14,58594297147.39,,30832287182.54,39954716426.6,4166485809.53,-0.01,-0.6371812087374411,-0.36284908634083934,-0.37002275679653845,0.08823826718494306,-0.05669200707354187,-0.13347348175668297,-0.8598993833653014,-0.05027783701022357,-0.6947925667684667,,-0.8034598452911385,-0.7416063770003977,-0.071372674827096,-0.39446659905593623,-0.38532541679244603,0.11660221420394938,-0.06143283757856213,-0.13578054332942105,-0.7838614571348588,-0.05681401773219901,-0.6030200242658175,,-0.7427745783475228,-0.6918875090321355,-0.06891624184901023,-0.9800043185326363,-0.044626573577042083,-0.005858798469714768,-0.12100819588890077,-0.6212538394809095,-0.045740529670689645,-0.7786791117130966,,-0.5731023004701014,-0.5139275488738148,-0.08871132316079021,-0.08470648178854936,0.004990243586165869,-0.12192468634918785,-0.6121078987164247,-0.04592212867693656,-0.8294536868751184,,-0.5779162912139131,-0.5247892040141869,-0.08983179658046878,0.005927804287733126,-0.11360800085704177,-0.5689517705722846,-0.04609152820047247,-0.6532421242386216,,-0.4906158841304758,-0.4573656247436619,-0.07446545416096936,-0.11061234497763953,0.23950058310719033,-0.046087923594969764,0.22655474243982915,,-0.21834094922639322,-0.2345643865316093,0.08601075543810861,0.22250524906085925,-0.11135772188012256,0.0589758748776124,,-0.2787398317032387,-0.27005435589244037,0.07965724591941588,-0.07833448879100428,0.07135800844704811,,-0.3544473145008849,-0.4193762175604344,-0.03779071115502222,0.09484269713838102,,-0.20637369928782623,-0.22172049628769727,0.045053974749759786,,-0.39359901907800005,-0.39861248911206254,-0.042297461180544685,,,,0.045967178131524074,-0.01857092187415495,-0.024182964054533584
20181231,20190426,20190426,-0.06,14128388894.67,14557406027.4,,,105406775.83,-212335769.82,1538149116.7,2510128426.24,6418330193.55,9737764019.86,,30518231708.85,3293123557.81,216358326.5,1234448676.14,58747578778.41,2715697424.61,31434024572.68,40039828147.0,4938123650.47,-0.06,-0.47993876725092793,-0.005153852625371939,-0.07066206287277736,-0.030481718401018616,-0.11739445344659453,-0.12564262739083817,-0.8535173345444436,-0.05105880519972534,-0.7122481103050128,-0.24822895822293067,-0.8001140436708691,-0.7404004147287064,-0.3543374728535094,-0.003830115073321975,-0.07372849177042842,-0.02461611871313137,-0.08915622974557347,-0.13838971146775586,-0.7991672192996229,-0.057111669319327776,-0.64581792001004,-0.30193288541453234,-0.7657331171479942,-0.715639602898336,-0.31376611392301734,-0.12377238063305802,-0.02628861371616827,0.025119119746790028,-0.08640520739523429,-0.4379945071009187,-0.0459497943152743,-0.6050659890133087,-0.14052312669630493,-0.5440262688652493,-0.47955860700202324,-0.23152838267412656,-0.04992029470571513,0.033024662091758326,-0.08838681649013629,-0.3639835545248122,-0.04553389517647913,-0.5519735074691702,-0.13844228216990132,-0.530047195056279,-0.4684323330761639,-0.18096353964192463,0.029145408193942814,-0.08763344893171664,-0.3494219259677975,-0.04548993190924561,-0.34995591358749456,-0.08653584207781788,-0.3915431911986395,-0.36107042555070196,-0.211158373148133,-0.08239592211139488,0.33159222602086097,-0.046330386582342634,0.26627282709276184,0.508888239948636,-0.16302020507696918,-0.1856755552933337,0.15636660451750492,0.24011270059087544,-0.11228595567609798,0.03795978914375362,-0.009781936719731162,-0.27752775043027406,-0.27344715344719417,0.032910453105556375,-0.0842245801439918,0.006650147537489233,-0.09576180535956826,-0.3398050721564247,-0.4163672149193093,0.0132074032117838,0.09774925106568881,-0.05012524177790134,-0.19256709488279716,-0.2108150478450874,-0.011092891677557478,-0.10202700972051826,-0.37127894563624625,-0.37077330152859556,-0.10572265757136566,-1.0047376007922932,-0.8854016640531408,-0.32682435370681867,0.043283359064854435,0.10970602089221476,-0.0002112431599630044
20180930,20181031,20181031,0.03,9965963331.44,10182429470.1,,,193854330.16,61237861.14,1123716791.35,,6035151614.71,8244417960.67,,28874357184.53,3262082133.14,212919066.28,1333888911.07,56862274871.56,,29299518917.35,37815903505.02,2397901134.02,0.03,-0.4954242398718705,0.09657636204625579,0.47943285607307995,-0.01775919060846363,-0.09986263531359874,-0.08889865646803528,-0.8554763434004433,-0.051767267395835766,-0.6985495732322899,,-0.8736833521966131,-0.7712594606804467,-0.10564851490636241,0.0980133194436883,0.4916771006903721,-0.01570281866623406,-0.09214194716849484,-0.10364650236542935,-0.7790193562745668,-0.05990816476196254,-0.621191161084545,,-0.8299607277003218,-0.7391815199083331,-0.09730360583523082,1.4158381915071938,0.016059293319177274,0.0036732968753737517,-0.06612434162522318,-0.4471606843518405,-0.045760632388873554,-0.6727571629814452,,-0.5708665108212516,-0.5002375884393631,-0.0665262977269605,0.017412733786877,0.007791543896049558,-0.06750753268003942,-0.4119682350712938,-0.04596979258297005,-0.6921191302648131,,-0.5731476171236493,-0.5068405003070536,-0.05952031811737192,0.007892473737161102,-0.06582700111752796,-0.4286320824283596,-0.045566402138699474,-0.44178137245266874,,-0.439339043316559,-0.4032501438160998,-0.033553673900005965,-0.06740596436509025,0.22031611791409694,-0.21370233315299955,0.13561053848116655,,-0.257760992359631,-0.2638397080489216,0.35008025669466925,0.050425640687576725,-0.1325877402509037,-0.10999029745364317,,-0.35188638650376386,-0.3451141900660508,0.13401936476815088,-0.0860455631781978,-0.05602309736097514,,-0.3993969811614379,-0.4563974794768589,0.023615534089187123,0.12252460451598661,,-0.1798912089775127,-0.18228652468126832,0.14740110024938274,,-0.44335421227780786,-0.44711128564451447,0.03240010672357477,,,,0.09055600719034185,0.30175740008631197,0.2655438440536042
20180630,20180818,20180818,0.02,6422911985.32,6581285307.68,,,142344271.04,14615453.59,702760832.56,1176093629.22,6330827424.13,7885813898.67,,28070849892.36,3280162479.52,192514506.65,1333888911.07,56115100428.92,2418449732.98,28747981443.99,37012881078.8,3409866524.34,0.02,-0.4882464030021586,0.14478197438274903,2.7725262924582594,-0.005969832062299279,-0.09888987470801863,-0.08540472602383971,-0.8335031328237571,-0.04976334398395801,-0.7037306615732778,-0.04590508113615237,-0.8204648202539158,-0.7531590836408487,-0.23900978648205012,0.14271872601788774,2.8770738838693934,0.005056211307379845,-0.10019821648769842,-0.09882844719092361,-0.7549036373133082,-0.055088174472522775,-0.6231586497824713,-0.04555899019710127,-0.7747524371494318,-0.7188890949530815,-0.1381998356083734,3.0,-0.1440340772294424,-0.03383670369554897,-0.06506970676586195,-0.5134322391217416,-0.04537077112563146,-0.6112321356479106,-0.07289003158339938,-0.5476614406551957,-0.48601422154396895,0.013801974372646318,-0.17443865688850124,0.0024833809108271063,-0.06671211949363036,-0.5121351318457903,-0.04547692235065989,-0.6442560152192153,-0.06305584824857621,-0.5577087225274168,-0.5007689534373669,0.015795771828629256,-0.01093509633533205,-0.06296141367202757,-0.41938083790968395,-0.045264607094623904,-0.42455109950074416,-0.10680659905450554,-0.42039853599510507,-0.37889993964173196,0.029201588713021812,-0.06403133616946427,0.3229346690764469,-0.046622778341383904,0.20982855430392103,0.26858549502461165,-0.19348494702250177,-0.20616598999810617,0.21924243212928415,0.023348526029548552,-0.15648313997912738,-0.13047525006240818,-0.07508947950140099,-0.35022668736388185,-0.3391096200821215,-0.029384665943355832,-0.0786210480557748,-0.07800165344586382,-0.048905680278795306,-0.3961669084569843,-0.4309742174306811,-0.024667014752229585,0.12776641557188723,-0.042275749811178695,-0.17425670066044785,-0.1715082554559396,0.0011698814144020639,-0.06548861859715434,-0.4431283233155806,-0.4128361458005635,-0.028306091410017244,-1.030692897984545,-0.8912889497015397,-0.1259378575754383,0.09427069937704506,0.07972832943605021,0.06455322785101501
20180331,20180426,20180426,-0.04,2797269806.73,3036505005.54,,,-123175407.5,-207953871.15,175208043.39,,6375376414.88,7951828194.64,,27516848992.16,3276618070.66,184814118.53,1333888911.07,57359936530.47,2315880615.45,28787460472.23,38464384146.46,2752141272.76,-0.04,-0.6356021899636832,-0.24139308542676252,-0.12444501331200848,-0.050523098068630694,-0.06641325512639215,-0.05213938992028526,-0.8092880907049452,-0.060896663463796054,-0.7601294067147529,-0.05153698144622076,-0.8242891210831791,-0.740963070520935,-0.2367788244937204,-0.24358060465361073,-0.12586137861978736,-0.04951971825114245,-0.06821506640375744,-0.05127895183813892,-0.7372977106277552,-0.0539534160393552,-0.6666193647875198,-0.049765943477204505,-0.798433115286438,-0.7237620229374367,-0.17633770835424642,-0.521658230047907,-0.05701836763201908,-0.02862174071329826,0.04188525934907804,-0.6318567837189316,-0.03874255609895629,-0.795130830087063,-0.17091326427329326,-0.49157108502321684,-0.43760794627555116,-0.5565129596744598,-0.06355716404484223,-0.015428267692766649,0.041516308952436166,-0.6771216234238023,-0.06268294981148621,-0.9027775330352529,-0.1662869619149177,-0.5119016817524069,-0.4601412001339976,-0.6958359603776877,-0.013025287369413092,0.045758136846865076,-0.50929796781387,-0.061837964747335585,-0.577178501228644,-0.17451425986242933,-0.41566552068315865,-0.3755891919577494,-0.11433059390272206,-0.04594876073436269,0.3806947748313703,-0.05159822149528544,0.20908659625182804,0.28013572293265004,-0.20162541632005168,-0.22675494497793064,0.25625091553986973,0.051445422678521056,-0.045060877504295174,-0.14917685352391338,-0.05005362844205061,-0.36486937761608734,-0.3638165128378263,-0.0033978801384912565,-0.04554998668620212,-0.17140666018468126,-0.05994036615419642,-0.4590137629140293,-0.4509972808956613,-0.005173204034438022,0.11273735686844837,-0.03753759658869941,-0.16993411816391368,-0.19466608555444642,0.023077892072940625,-0.0928369889991805,-0.4643736912070306,-0.44488478242401797,8.980307158906112e-05,-1.0632814087599192,-0.9163011184762572,-0.12808050881982247,-0.018589680851467626,0.1994560361407876,0.2032422125490993
20171231,20180414,20190426,0.27,17654682882.78,15345318827.66,,,3028851157.46,1931034458.74,4412013286.53,5378439814.03,7926557874.7,8200145384.18,,28080740276.04,3338500355.05,176838597.46,1333888911.07,58202735058.09,2461099242.58,29323546980.23,39070491129.28,2209261753.86,0.27,0.1400924733150045,-0.0825659178743844,-0.1502337817189108,-0.030248913356099666,-0.07858868910830981,-0.047732024442917,-0.7179153571514867,-0.06158889727414017,-0.6288058486686178,-0.1927891994673705,-0.707213293855203,-0.666003759488747,0.022319166355381614,-0.0816843613940354,-0.15319878585598667,-0.021639015017004236,-0.08528140225372008,-0.04789598019042321,-0.7429264814658026,-0.0548414933887808,-0.6545417126680807,-0.24970167838068857,-0.7227425898154062,-0.6859059635813685,-0.013529243535756083,0.15171035888693837,-0.06397103164390493,-0.04939495876224899,-0.04718703619125133,-0.10559866445498298,-0.04392873313473832,0.06878334470294088,-0.08317231767632939,-0.27675102406525615,-0.24810622654204897,0.7606924604425513,-0.06131792056854107,-0.047863695057940796,-0.04736791518609186,-0.16946471201697264,-0.052415099262170785,-0.07344446969745093,-0.10101219324900745,-0.2788387921838367,-0.27647819008539737,0.48373581543186855,-0.04470432237602412,-0.04717676586932926,0.11863330902245357,-0.04355417413851106,0.5239819353297238,-0.01494269807589282,-0.09870697948551106,-0.07351039151761787,0.7055367507312579,-0.055022914674453346,0.7952107339849503,-0.04699961968832891,0.5306204822786009,0.6527467467121185,0.03527965504785183,-0.024159794065847045,1.3612173540116876,0.09318194556730457,-0.04574999048217856,-0.1142963162856439,-0.03679354289589879,-0.34129954722654904,-0.34632535247628793,0.11972201640510277,-0.047535058093839094,-0.14776489564367365,-0.09501215805472094,-0.4346137760651411,-0.4394509796260466,0.053137223138357885,0.11970817670069486,-0.027394890906415077,-0.172767906236174,-0.1844295321621983,0.0811165383044864,-0.09024569303321038,-0.4537417862301967,-0.44778016900688666,0.06456245372418908,-1.067486446032738,-0.9300127656376164,-0.05165730879727605,-0.030694304597900145,0.4666235019089813,0.48832004536155127
